time,size1,density1,universe1,size2,density2,universe2
0.01649308,32514871,0.1,325148710,3894343,0.1,38943430
0.08191299,35801746,0.04,895043650,27741606,0.04,693540150
0.01119399,19701882,0.1,197018820,11401600,0.1,114016000
0.00171113,27867345,0.5,55734690,25724879,0.5,51449758
0.04519796,30297718,0.04,757442950,10625418,0.04,265635450
0.00104403,6839039,0.5,13678078,21560463,0.5,43120926
8.607e-05,1051351,0.999,1052403,31228398,0.999,31259657
0.0082829,15974444,0.1,159744440,2546727,0.1,25467270
0.07032704,34446772,0.04,861169300,21793341,0.04,544833525
0.0181129,34932282,0.1,349322820,4990880,0.1,49908800
0.11504889,39572102,0.01,3957210200,27526979,0.01,2752697900
0.00020003,8391454,0.999,8399853,39256362,0.999,39295657
0.0072968,10563896,0.1,105638960,12247645,0.1,122476450
0.01837587,34948342,0.1,349483420,9177706,0.1,91777060
0.09266806,38853375,0.04,971334375,32653790,0.04,816344750
0.04877806,39816644,0.04,995416100,9074570,0.04,226864250
0.05692911,15931265,0.04,398281625,33138450,0.04,828461250
0.00950503,16775448,0.1,167754480,11008491,0.1,110084910
0.00016403,36495708,0.999,36532240,5671007,0.999,5676683
0.00036001,21808664,0.999,21830494,29128934,0.999,29158092
0.00221801,37990960,0.5,75981920,29602289,0.5,59204578
0.01689816,32293060,0.1,322930600,5669716,0.1,56697160
0.0002408,4066812,0.5,8133624,4613061,0.5,9226122
0.00041986,24957436,0.999,24982418,36816082,0.999,36852934
9.108e-05,3402427,0.999,3405832,21479135,0.999,21500635
0.10255003,38534519,0.01,3853451900,21099048,0.01,2109904800
0.02251101,37730824,0.1,377308240,35333991,0.1,353339910
0.00021291,27412365,0.999,27439804,10876669,0.999,10887556
0.00038004,22407308,0.999,22429737,33018655,0.999,33051706
0.00051212,3262624,0.5,6525248,11503256,0.5,23006512
0.00149298,35048361,0.5,70096722,1568978,0.5,3137956
6.199e-05,21736561,0.999,21758319,849062,0.999,849911
0.0015769,7163169,0.5,14326338,33997515,0.5,67995030
0.0544951,5728116,0.01,572811600,38125587,0.01,3812558700
0.04702806,4557203,0.01,455720300,36056082,0.01,3605608200
0.01870513,35279665,0.1,352796650,11622551,0.1,116225510
0.00036502,24838990,0.999,24863853,22501509,0.999,22524033
0.01307106,24401233,0.1,244012330,8403204,0.1,84032040
0.07417297,31576858,0.01,3157685800,14860565,0.01,1486056500
