class,time,size1,density1,universe1,size2,density2,universe2
sortedset,5.460328817367554,4679584,0.1,46795840,6080669,0.1,60806690
cyroaring,0.0023293495178222656,4679584,0.1,46795840,6080669,0.1,60806690
pyroaring,0.0013344287872314453,4679584,0.1,46795840,6080669,0.1,60806690
sortedset,2.518547534942627,1728993,0.01,172899300,2449829,0.01,244982900
pyroaring,0.004126548767089844,1728993,0.01,172899300,2449829,0.01,244982900
set,0.16238832473754883,1728993,0.01,172899300,2449829,0.01,244982900
cyroaring,0.015245437622070312,1728993,0.01,172899300,2449829,0.01,244982900
cyroaring,0.0246279239654541,8837623,0.01,883762300,2157215,0.01,215721500
pyroaring,0.008359193801879883,8837623,0.01,883762300,2157215,0.01,215721500
set,0.3388848304748535,8837623,0.01,883762300,2157215,0.01,215721500
sortedset,8.361783504486084,8837623,0.01,883762300,2157215,0.01,215721500
pyroaring,0.0015451908111572266,8644133,0.1,86441330,1893590,0.1,18935900
sortedset,6.736863136291504,8644133,0.1,86441330,1893590,0.1,18935900
cyroaring,0.0013301372528076172,8644133,0.1,86441330,1893590,0.1,18935900
set,0.3261229991912842,8644133,0.1,86441330,1893590,0.1,18935900
set,0.3784186840057373,7284416,0.5,14568832,5614329,0.5,11228658
sortedset,2.3700368404388428,7284416,0.5,14568832,5614329,0.5,11228658
cyroaring,0.0002636909484863281,7284416,0.5,14568832,5614329,0.5,11228658
pyroaring,0.0002532005310058594,7284416,0.5,14568832,5614329,0.5,11228658
sortedset,12.34326457977295,9323679,0.01,932367900,7365188,0.01,736518800
set,0.5632781982421875,9323679,0.01,932367900,7365188,0.01,736518800
pyroaring,0.018938779830932617,9323679,0.01,932367900,7365188,0.01,736518800
cyroaring,0.06976842880249023,9323679,0.01,932367900,7365188,0.01,736518800
pyroaring,0.003980875015258789,1272102,0.01,127210200,3871418,0.01,387141800
sortedset,4.020011901855469,1272102,0.01,127210200,3871418,0.01,387141800
set,0.21518325805664062,1272102,0.01,127210200,3871418,0.01,387141800
cyroaring,0.012090206146240234,1272102,0.01,127210200,3871418,0.01,387141800
cyroaring,0.02122211456298828,1881792,0.04,47044800,2648703,0.04,66217575
set,0.18463397026062012,1881792,0.04,47044800,2648703,0.04,66217575
sortedset,3.260209083557129,1881792,0.04,47044800,2648703,0.04,66217575
pyroaring,0.0034008026123046875,1881792,0.04,47044800,2648703,0.04,66217575
pyroaring,0.0014848709106445312,865440,0.1,8654400,8710574,0.1,87105740
cyroaring,0.0013022422790527344,865440,0.1,8654400,8710574,0.1,87105740
set,0.4054543972015381,865440,0.1,8654400,8710574,0.1,87105740
sortedset,6.20252251625061,865440,0.1,8654400,8710574,0.1,87105740
pyroaring,0.0051310062408447266,1900043,0.01,190004300,3809199,0.01,380919900
sortedset,3.6029086112976074,1900043,0.01,190004300,3809199,0.01,380919900
set,0.22479796409606934,1900043,0.01,190004300,3809199,0.01,380919900
cyroaring,0.01760697364807129,1900043,0.01,190004300,3809199,0.01,380919900
pyroaring,0.0017440319061279297,7877181,0.1,78771810,6152976,0.1,61529760
set,0.5563490390777588,7877181,0.1,78771810,6152976,0.1,61529760
sortedset,7.5375306606292725,7877181,0.1,78771810,6152976,0.1,61529760
cyroaring,0.003092050552368164,7877181,0.1,78771810,6152976,0.1,61529760
sortedset,4.924304485321045,5261430,0.1,52614300,1689074,0.1,16890740
cyroaring,0.0019385814666748047,5261430,0.1,52614300,1689074,0.1,16890740
set,0.218275785446167,5261430,0.1,52614300,1689074,0.1,16890740
pyroaring,0.0008947849273681641,5261430,0.1,52614300,1689074,0.1,16890740
set,0.25823187828063965,5561286,0.04,139032150,2649348,0.04,66233700
cyroaring,0.030980825424194336,5561286,0.04,139032150,2649348,0.04,66233700
sortedset,5.770936965942383,5561286,0.04,139032150,2649348,0.04,66233700
pyroaring,0.005301475524902344,5561286,0.04,139032150,2649348,0.04,66233700
pyroaring,0.00022268295288085938,6955796,0.5,13911592,3016186,0.5,6032372
set,0.19121766090393066,6955796,0.5,13911592,3016186,0.5,6032372
cyroaring,0.0002353191375732422,6955796,0.5,13911592,3016186,0.5,6032372
sortedset,2.1459290981292725,6955796,0.5,13911592,3016186,0.5,6032372
sortedset,1.674957036972046,7772036,0.999,7779815,4864205,0.999,4869074
pyroaring,8.273124694824219e-05,7772036,0.999,7779815,4864205,0.999,4869074
cyroaring,3.790855407714844e-05,7772036,0.999,7779815,4864205,0.999,4869074
set,0.19446825981140137,7772036,0.999,7779815,4864205,0.999,4869074
sortedset,0.6737542152404785,4013748,0.999,4017765,1698421,0.999,1700121
cyroaring,2.2172927856445312e-05,4013748,0.999,4017765,1698421,0.999,1700121
set,0.08795547485351562,4013748,0.999,4017765,1698421,0.999,1700121
pyroaring,3.9577484130859375e-05,4013748,0.999,4017765,1698421,0.999,1700121
set,0.2647404670715332,3992906,0.5,7985812,5544449,0.5,11088898
pyroaring,0.00017309188842773438,3992906,0.5,7985812,5544449,0.5,11088898
cyroaring,0.00018739700317382812,3992906,0.5,7985812,5544449,0.5,11088898
sortedset,1.6991982460021973,3992906,0.5,7985812,5544449,0.5,11088898
pyroaring,0.009426355361938477,1528895,0.01,152889500,8772654,0.01,877265400
set,0.43711185455322266,1528895,0.01,152889500,8772654,0.01,877265400
cyroaring,0.017923831939697266,1528895,0.01,152889500,8772654,0.01,877265400
sortedset,7.517823219299316,1528895,0.01,152889500,8772654,0.01,877265400
cyroaring,0.03247356414794922,7545075,0.01,754507500,3134137,0.01,313413700
pyroaring,0.009495019912719727,7545075,0.01,754507500,3134137,0.01,313413700
sortedset,8.095147371292114,7545075,0.01,754507500,3134137,0.01,313413700
set,0.32773327827453613,7545075,0.01,754507500,3134137,0.01,313413700
cyroaring,0.00020122528076171875,5573239,0.5,11146478,4418870,0.5,8837740
set,0.21314191818237305,5573239,0.5,11146478,4418870,0.5,8837740
sortedset,1.8321707248687744,5573239,0.5,11146478,4418870,0.5,8837740
pyroaring,0.000179290771484375,5573239,0.5,11146478,4418870,0.5,8837740
cyroaring,0.0007801055908203125,4268847,0.1,42688470,3319165,0.1,33191650
pyroaring,0.0008118152618408203,4268847,0.1,42688470,3319165,0.1,33191650
sortedset,5.838961124420166,4268847,0.1,42688470,3319165,0.1,33191650
set,0.27539992332458496,4268847,0.1,42688470,3319165,0.1,33191650
set,0.12697792053222656,1403925,0.01,140392500,1467062,0.01,146706200
cyroaring,0.01220083236694336,1403925,0.01,140392500,1467062,0.01,146706200
sortedset,1.7309215068817139,1403925,0.01,140392500,1467062,0.01,146706200
pyroaring,0.0030155181884765625,1403925,0.01,140392500,1467062,0.01,146706200
set,0.342149019241333,8176729,0.01,817672900,2915826,0.01,291582600
pyroaring,0.009515762329101562,8176729,0.01,817672900,2915826,0.01,291582600
sortedset,8.356442928314209,8176729,0.01,817672900,2915826,0.01,291582600
cyroaring,0.031133413314819336,8176729,0.01,817672900,2915826,0.01,291582600
sortedset,0.6694486141204834,7483754,0.999,7491245,1657587,0.999,1659246
pyroaring,4.3392181396484375e-05,7483754,0.999,7491245,1657587,0.999,1659246
cyroaring,2.7179718017578125e-05,7483754,0.999,7491245,1657587,0.999,1659246
set,0.0873560905456543,7483754,0.999,7491245,1657587,0.999,1659246
pyroaring,0.015308380126953125,6670434,0.01,667043400,6690323,0.01,669032300
cyroaring,0.06051993370056152,6670434,0.01,667043400,6690323,0.01,669032300
sortedset,10.141164779663086,6670434,0.01,667043400,6690323,0.01,669032300
set,0.5616607666015625,6670434,0.01,667043400,6690323,0.01,669032300
cyroaring,0.0010790824890136719,900500,0.1,9005000,7483225,0.1,74832250
pyroaring,0.0012714862823486328,900500,0.1,9005000,7483225,0.1,74832250
set,0.36131811141967773,900500,0.1,9005000,7483225,0.1,74832250
sortedset,5.07068133354187,900500,0.1,9005000,7483225,0.1,74832250
sortedset,1.4926514625549316,2597492,0.5,5194984,4408578,0.5,8817156
set,0.18249869346618652,2597492,0.5,5194984,4408578,0.5,8817156
cyroaring,0.0001418590545654297,2597492,0.5,5194984,4408578,0.5,8817156
pyroaring,0.00013399124145507812,2597492,0.5,5194984,4408578,0.5,8817156
pyroaring,0.010290861129760742,3141757,0.04,78543925,9196949,0.04,229923725
cyroaring,0.03719043731689453,3141757,0.04,78543925,9196949,0.04,229923725
set,0.5197389125823975,3141757,0.04,78543925,9196949,0.04,229923725
sortedset,8.740750789642334,3141757,0.04,78543925,9196949,0.04,229923725
cyroaring,0.00023818016052246094,5494275,0.5,10988550,6776591,0.5,13553182
set,0.3548316955566406,5494275,0.5,10988550,6776591,0.5,13553182
pyroaring,0.00022673606872558594,5494275,0.5,10988550,6776591,0.5,13553182
sortedset,2.2170639038085938,5494275,0.5,10988550,6776591,0.5,13553182
sortedset,5.231577396392822,3664018,0.01,366401800,3202620,0.01,320262000
cyroaring,0.029397010803222656,3664018,0.01,366401800,3202620,0.01,320262000
pyroaring,0.007514476776123047,3664018,0.01,366401800,3202620,0.01,320262000
set,0.2795548439025879,3664018,0.01,366401800,3202620,0.01,320262000
pyroaring,0.0003070831298828125,8320178,0.5,16640356,9125012,0.5,18250024
sortedset,4.7910144329071045,8320178,0.5,16640356,9125012,0.5,18250024
cyroaring,0.0005443096160888672,8320178,0.5,16640356,9125012,0.5,18250024
set,0.5075771808624268,8320178,0.5,16640356,9125012,0.5,18250024
pyroaring,0.0005967617034912109,3183777,0.1,31837770,3218829,0.1,32188290
sortedset,4.147827625274658,3183777,0.1,31837770,3218829,0.1,32188290
cyroaring,0.0006210803985595703,3183777,0.1,31837770,3218829,0.1,32188290
set,0.2847733497619629,3183777,0.1,31837770,3218829,0.1,32188290
set,0.22595763206481934,1151403,0.5,2302806,9005909,0.5,18011818
sortedset,2.0642192363739014,1151403,0.5,2302806,9005909,0.5,18011818
pyroaring,0.00021767616271972656,1151403,0.5,2302806,9005909,0.5,18011818
cyroaring,0.00020384788513183594,1151403,0.5,2302806,9005909,0.5,18011818
pyroaring,0.0009829998016357422,5738248,0.1,57382480,1713745,0.1,17137450
set,0.2054591178894043,5738248,0.1,57382480,1713745,0.1,17137450
cyroaring,0.0008835792541503906,5738248,0.1,57382480,1713745,0.1,17137450
sortedset,3.7592365741729736,5738248,0.1,57382480,1713745,0.1,17137450
pyroaring,0.016879796981811523,9826428,0.01,982642800,5938742,0.01,593874200
set,0.5443720817565918,9826428,0.01,982642800,5938742,0.01,593874200
sortedset,11.495025157928467,9826428,0.01,982642800,5938742,0.01,593874200
cyroaring,0.0589451789855957,9826428,0.01,982642800,5938742,0.01,593874200
pyroaring,0.0017936229705810547,2268280,0.01,226828000,503649,0.01,50364900
set,0.08304142951965332,2268280,0.01,226828000,503649,0.01,50364900
cyroaring,0.005049467086791992,2268280,0.01,226828000,503649,0.01,50364900
sortedset,1.6612584590911865,2268280,0.01,226828000,503649,0.01,50364900
pyroaring,0.0010213851928710938,1371774,0.1,13717740,6078641,0.1,60786410
set,0.28065919876098633,1371774,0.1,13717740,6078641,0.1,60786410
cyroaring,0.0009295940399169922,1371774,0.1,13717740,6078641,0.1,60786410
sortedset,3.651759624481201,1371774,0.1,13717740,6078641,0.1,60786410
set,0.33617544174194336,7118633,0.1,71186330,3068238,0.1,30682380
cyroaring,0.0011816024780273438,7118633,0.1,71186330,3068238,0.1,30682380
pyroaring,0.0013010501861572266,7118633,0.1,71186330,3068238,0.1,30682380
sortedset,6.373691558837891,7118633,0.1,71186330,3068238,0.1,30682380
sortedset,0.7539234161376953,1451495,0.999,1452947,5832788,0.999,5838626
set,0.09253120422363281,1451495,0.999,1452947,5832788,0.999,5838626
pyroaring,3.814697265625e-05,1451495,0.999,1452947,5832788,0.999,5838626
cyroaring,2.0742416381835938e-05,1451495,0.999,1452947,5832788,0.999,5838626
set,0.09656000137329102,6066292,0.5,12132584,564593,0.5,1129186
sortedset,1.7556588649749756,6066292,0.5,12132584,564593,0.5,1129186
cyroaring,0.0002658367156982422,6066292,0.5,12132584,564593,0.5,1129186
pyroaring,0.00020170211791992188,6066292,0.5,12132584,564593,0.5,1129186
pyroaring,3.719329833984375e-05,1400956,0.999,1402358,5157690,0.999,5162852
cyroaring,1.9073486328125e-05,1400956,0.999,1402358,5157690,0.999,5162852
set,0.08161377906799316,1400956,0.999,1402358,5157690,0.999,5162852
sortedset,0.469482421875,1400956,0.999,1402358,5157690,0.999,5162852
sortedset,15.599204540252686,9517110,0.01,951711000,7196057,0.01,719605700
set,0.5693621635437012,9517110,0.01,951711000,7196057,0.01,719605700
cyroaring,0.06980586051940918,9517110,0.01,951711000,7196057,0.01,719605700
pyroaring,0.01894998550415039,9517110,0.01,951711000,7196057,0.01,719605700
cyroaring,0.0012636184692382812,8581968,0.1,85819680,626273,0.1,6262730
sortedset,6.045934677124023,8581968,0.1,85819680,626273,0.1,6262730
set,0.2590329647064209,8581968,0.1,85819680,626273,0.1,6262730
pyroaring,0.0014290809631347656,8581968,0.1,85819680,626273,0.1,6262730
pyroaring,0.0007984638214111328,4878487,0.1,48784870,1066135,0.1,10661350
set,0.17836403846740723,4878487,0.1,48784870,1066135,0.1,10661350
sortedset,4.022203207015991,4878487,0.1,48784870,1066135,0.1,10661350
cyroaring,0.0007374286651611328,4878487,0.1,48784870,1066135,0.1,10661350
cyroaring,0.003455638885498047,2130986,0.04,53274650,276294,0.04,6907350
pyroaring,0.0008404254913330078,2130986,0.04,53274650,276294,0.04,6907350
set,0.07036423683166504,2130986,0.04,53274650,276294,0.04,6907350
sortedset,1.305678129196167,2130986,0.04,53274650,276294,0.04,6907350
pyroaring,0.0001494884490966797,4282471,0.5,8564942,1033250,0.5,2066500
cyroaring,0.0001347064971923828,4282471,0.5,8564942,1033250,0.5,2066500
sortedset,0.778672456741333,4282471,0.5,8564942,1033250,0.5,2066500
set,0.09388494491577148,4282471,0.5,8564942,1033250,0.5,2066500
sortedset,1.0482244491577148,8526108,0.999,8534642,1401831,0.999,1403234
set,0.10626935958862305,8526108,0.999,8534642,1401831,0.999,1403234
cyroaring,2.956390380859375e-05,8526108,0.999,8534642,1401831,0.999,1403234
pyroaring,4.0531158447265625e-05,8526108,0.999,8534642,1401831,0.999,1403234
sortedset,5.105278015136719,8537975,0.5,17075950,9826492,0.5,19652984
set,0.3980543613433838,8537975,0.5,17075950,9826492,0.5,19652984
cyroaring,0.0003688335418701172,8537975,0.5,17075950,9826492,0.5,19652984
pyroaring,0.00033593177795410156,8537975,0.5,17075950,9826492,0.5,19652984
sortedset,8.135064125061035,7809071,0.1,78090710,6579065,0.1,65790650
pyroaring,0.0017418861389160156,7809071,0.1,78090710,6579065,0.1,65790650
cyroaring,0.001680612564086914,7809071,0.1,78090710,6579065,0.1,65790650
set,0.5473544597625732,7809071,0.1,78090710,6579065,0.1,65790650
set,0.029165267944335938,76450,0.1,764500,632523,0.1,6325230
pyroaring,8.0108642578125e-05,76450,0.1,764500,632523,0.1,6325230
sortedset,0.37576889991760254,76450,0.1,764500,632523,0.1,6325230
cyroaring,7.224082946777344e-05,76450,0.1,764500,632523,0.1,6325230
set,0.11914777755737305,3247089,0.999,3250339,5092772,0.999,5097869
cyroaring,2.765655517578125e-05,3247089,0.999,3250339,5092772,0.999,5097869
pyroaring,5.841255187988281e-05,3247089,0.999,3250339,5092772,0.999,5097869
sortedset,0.517045259475708,3247089,0.999,3250339,5092772,0.999,5097869
pyroaring,0.00012493133544921875,3612365,0.5,7224730,1943257,0.5,3886514
cyroaring,0.00012636184692382812,3612365,0.5,7224730,1943257,0.5,3886514
sortedset,0.8108313083648682,3612365,0.5,7224730,1943257,0.5,3886514
set,0.10926222801208496,3612365,0.5,7224730,1943257,0.5,3886514
cyroaring,0.004702091217041016,1634897,0.04,40872425,398599,0.04,9964975
set,0.05748271942138672,1634897,0.04,40872425,398599,0.04,9964975
sortedset,1.1184003353118896,1634897,0.04,40872425,398599,0.04,9964975
pyroaring,0.0008871555328369141,1634897,0.04,40872425,398599,0.04,9964975
cyroaring,0.012806892395019531,1354732,0.01,135473200,4158911,0.01,415891100
pyroaring,0.004288673400878906,1354732,0.01,135473200,4158911,0.01,415891100
sortedset,3.703676700592041,1354732,0.01,135473200,4158911,0.01,415891100
set,0.22819876670837402,1354732,0.01,135473200,4158911,0.01,415891100
set,0.5372867584228516,7658154,0.1,76581540,5811053,0.1,58110530
sortedset,10.025418758392334,7658154,0.1,76581540,5811053,0.1,58110530
cyroaring,0.002968311309814453,7658154,0.1,76581540,5811053,0.1,58110530
pyroaring,0.0016944408416748047,7658154,0.1,76581540,5811053,0.1,58110530
set,0.19352483749389648,8023272,0.999,8031303,4714818,0.999,4719537
pyroaring,8.249282836914062e-05,8023272,0.999,8031303,4714818,0.999,4719537
cyroaring,3.886222839355469e-05,8023272,0.999,8031303,4714818,0.999,4719537
sortedset,0.9969687461853027,8023272,0.999,8031303,4714818,0.999,4719537
cyroaring,2.6941299438476562e-05,7299903,0.999,7307210,985485,0.999,986471
set,0.07465529441833496,7299903,0.999,7307210,985485,0.999,986471
sortedset,0.9451451301574707,7299903,0.999,7307210,985485,0.999,986471
pyroaring,3.457069396972656e-05,7299903,0.999,7307210,985485,0.999,986471
pyroaring,0.010924816131591797,2219441,0.01,221944100,8835129,0.01,883512900
sortedset,8.208317279815674,2219441,0.01,221944100,8835129,0.01,883512900
set,0.46750736236572266,2219441,0.01,221944100,8835129,0.01,883512900
cyroaring,0.025249719619750977,2219441,0.01,221944100,8835129,0.01,883512900
sortedset,8.180118799209595,8491139,0.1,84911390,5686435,0.1,56864350
set,0.4676475524902344,8491139,0.1,84911390,5686435,0.1,56864350
pyroaring,0.0017764568328857422,8491139,0.1,84911390,5686435,0.1,56864350
cyroaring,0.0016560554504394531,8491139,0.1,84911390,5686435,0.1,56864350
sortedset,2.8930935859680176,5929613,0.5,11859226,9826446,0.5,19652892
set,0.4009695053100586,5929613,0.5,11859226,9826446,0.5,19652892
pyroaring,0.00029850006103515625,5929613,0.5,11859226,9826446,0.5,19652892
cyroaring,0.0003306865692138672,5929613,0.5,11859226,9826446,0.5,19652892
sortedset,2.3625106811523438,3859806,0.04,96495150,234717,0.04,5867925
cyroaring,0.004685878753662109,3859806,0.04,96495150,234717,0.04,5867925
set,0.09785270690917969,3859806,0.04,96495150,234717,0.04,5867925
pyroaring,0.0012524127960205078,3859806,0.04,96495150,234717,0.04,5867925
pyroaring,0.004713296890258789,1745094,0.04,43627350,8482248,0.04,212056200
cyroaring,0.021068811416625977,1745094,0.04,43627350,8482248,0.04,212056200
set,0.44223976135253906,1745094,0.04,43627350,8482248,0.04,212056200
sortedset,7.042133092880249,1745094,0.04,43627350,8482248,0.04,212056200
set,0.2786562442779541,2858724,0.1,28587240,3172689,0.1,31726890
sortedset,3.463735342025757,2858724,0.1,28587240,3172689,0.1,31726890
pyroaring,0.0005788803100585938,2858724,0.1,28587240,3172689,0.1,31726890
cyroaring,0.0005881786346435547,2858724,0.1,28587240,3172689,0.1,31726890
pyroaring,0.00019431114196777344,6569790,0.5,13139580,2905233,0.5,5810466
cyroaring,0.00021505355834960938,6569790,0.5,13139580,2905233,0.5,5810466
set,0.18463754653930664,6569790,0.5,13139580,2905233,0.5,5810466
sortedset,1.9447922706604004,6569790,0.5,13139580,2905233,0.5,5810466
cyroaring,0.0005600452423095703,3725218,0.1,37252180,1173751,0.1,11737510
sortedset,2.424888849258423,3725218,0.1,37252180,1173751,0.1,11737510
set,0.14069104194641113,3725218,0.1,37252180,1173751,0.1,11737510
pyroaring,0.00058746337890625,3725218,0.1,37252180,1173751,0.1,11737510
cyroaring,4.100799560546875e-05,7461917,0.999,7469386,6198124,0.999,6204328
pyroaring,9.942054748535156e-05,7461917,0.999,7469386,6198124,0.999,6204328
sortedset,0.9964933395385742,7461917,0.999,7469386,6198124,0.999,6204328
set,0.2211017608642578,7461917,0.999,7469386,6198124,0.999,6204328
cyroaring,0.05710554122924805,9842419,0.04,246060475,4593127,0.04,114828175
sortedset,10.260869026184082,9842419,0.04,246060475,4593127,0.04,114828175
set,0.4534604549407959,9842419,0.04,246060475,4593127,0.04,114828175
pyroaring,0.010396718978881836,9842419,0.04,246060475,4593127,0.04,114828175
pyroaring,0.00026035308837890625,5969840,0.5,11939680,8332290,0.5,16664580
set,0.39310312271118164,5969840,0.5,11939680,8332290,0.5,16664580
sortedset,2.6667110919952393,5969840,0.5,11939680,8332290,0.5,16664580
cyroaring,0.0002849102020263672,5969840,0.5,11939680,8332290,0.5,16664580
pyroaring,0.004342794418334961,6940035,0.04,173500875,1744113,0.04,43602825
cyroaring,0.02064967155456543,6940035,0.04,173500875,1744113,0.04,43602825
set,0.2535130977630615,6940035,0.04,173500875,1744113,0.04,43602825
sortedset,6.089539051055908,6940035,0.04,173500875,1744113,0.04,43602825
cyroaring,0.0005738735198974609,7928037,0.5,15856074,6676072,0.5,13352144
pyroaring,0.00026702880859375,7928037,0.5,15856074,6676072,0.5,13352144
sortedset,2.722759962081909,7928037,0.5,15856074,6676072,0.5,13352144
set,0.41393566131591797,7928037,0.5,15856074,6676072,0.5,13352144
set,0.22442126274108887,7800732,0.999,7808540,6319181,0.999,6325506
sortedset,0.8066051006317139,7800732,0.999,7808540,6319181,0.999,6325506
pyroaring,0.00010061264038085938,7800732,0.999,7808540,6319181,0.999,6325506
cyroaring,4.38690185546875e-05,7800732,0.999,7808540,6319181,0.999,6325506
set,0.08006691932678223,1634812,0.999,1636448,3937567,0.999,3941508
sortedset,0.5311894416809082,1634812,0.999,1636448,3937567,0.999,3941508
pyroaring,3.814697265625e-05,1634812,0.999,1636448,3937567,0.999,3941508
cyroaring,1.8596649169921875e-05,1634812,0.999,1636448,3937567,0.999,3941508
cyroaring,0.00044083595275878906,6290349,0.5,12580698,2697291,0.5,5394582
pyroaring,0.00019168853759765625,6290349,0.5,12580698,2697291,0.5,5394582
sortedset,1.310589075088501,6290349,0.5,12580698,2697291,0.5,5394582
set,0.17028069496154785,6290349,0.5,12580698,2697291,0.5,5394582
sortedset,3.15506911277771,9963860,0.5,19927720,4183779,0.5,8367558
set,0.275012731552124,9963860,0.5,19927720,4183779,0.5,8367558
pyroaring,0.00030732154846191406,9963860,0.5,19927720,4183779,0.5,8367558
cyroaring,0.0003192424774169922,9963860,0.5,19927720,4183779,0.5,8367558
set,0.5769708156585693,4899519,0.1,48995190,7698642,0.1,76986420
sortedset,8.01439905166626,4899519,0.1,48995190,7698642,0.1,76986420
cyroaring,0.002926349639892578,4899519,0.1,48995190,7698642,0.1,76986420
pyroaring,0.0016694068908691406,4899519,0.1,48995190,7698642,0.1,76986420
pyroaring,0.00011873245239257812,7740553,0.999,7748301,9153877,0.999,9163040
set,0.28863000869750977,7740553,0.999,7748301,9153877,0.999,9163040
cyroaring,5.078315734863281e-05,7740553,0.999,7748301,9153877,0.999,9163040
sortedset,1.2587082386016846,7740553,0.999,7748301,9153877,0.999,9163040
set,0.4241161346435547,9471394,0.1,94713940,3299535,0.1,32995350
pyroaring,0.0017628669738769531,9471394,0.1,94713940,3299535,0.1,32995350
cyroaring,0.0015692710876464844,9471394,0.1,94713940,3299535,0.1,32995350
sortedset,8.464423179626465,9471394,0.1,94713940,3299535,0.1,32995350
sortedset,13.551971673965454,7199109,0.1,71991090,9582693,0.1,95826930
set,0.7294774055480957,7199109,0.1,71991090,9582693,0.1,95826930
pyroaring,0.0021181106567382812,7199109,0.1,71991090,9582693,0.1,95826930
cyroaring,0.0019626617431640625,7199109,0.1,71991090,9582693,0.1,95826930
pyroaring,5.4836273193359375e-05,2564055,0.999,2566621,8050701,0.999,8058759
sortedset,0.9390652179718018,2564055,0.999,2566621,8050701,0.999,8058759
set,0.14311766624450684,2564055,0.999,2566621,8050701,0.999,8058759
cyroaring,2.6702880859375e-05,2564055,0.999,2566621,8050701,0.999,8058759
set,0.41092824935913086,958253,0.01,95825300,8930698,0.01,893069800
pyroaring,0.006180524826049805,958253,0.01,95825300,8930698,0.01,893069800
sortedset,6.404159307479858,958253,0.01,95825300,8930698,0.01,893069800
cyroaring,0.014285802841186523,958253,0.01,95825300,8930698,0.01,893069800
pyroaring,5.316734313964844e-05,2734528,0.999,2737265,4581587,0.999,4586173
set,0.10553526878356934,2734528,0.999,2737265,4581587,0.999,4586173
cyroaring,2.4080276489257812e-05,2734528,0.999,2737265,4581587,0.999,4586173
sortedset,0.749173641204834,2734528,0.999,2737265,4581587,0.999,4586173
sortedset,0.43366026878356934,1107273,0.999,1108381,4706731,0.999,4711442
set,0.07240819931030273,1107273,0.999,1108381,4706731,0.999,4711442
pyroaring,3.075599670410156e-05,1107273,0.999,1108381,4706731,0.999,4711442
cyroaring,1.8358230590820312e-05,1107273,0.999,1108381,4706731,0.999,4711442
sortedset,0.8173427581787109,5471701,0.5,10943402,67711,0.5,135422
cyroaring,0.00025391578674316406,5471701,0.5,10943402,67711,0.5,135422
set,0.07574748992919922,5471701,0.5,10943402,67711,0.5,135422
pyroaring,0.00015282630920410156,5471701,0.5,10943402,67711,0.5,135422
sortedset,5.437403917312622,6298808,0.1,62988080,6146362,0.1,61463620
set,0.4652233123779297,6298808,0.1,62988080,6146362,0.1,61463620
cyroaring,0.0014045238494873047,6298808,0.1,62988080,6146362,0.1,61463620
pyroaring,0.0014498233795166016,6298808,0.1,62988080,6146362,0.1,61463620
set,0.17936182022094727,2629987,0.5,5259974,3786074,0.5,7572148
cyroaring,0.000125885009765625,2629987,0.5,5259974,3786074,0.5,7572148
sortedset,0.8447539806365967,2629987,0.5,5259974,3786074,0.5,7572148
pyroaring,0.00012445449829101562,2629987,0.5,5259974,3786074,0.5,7572148
pyroaring,0.017318248748779297,7390900,0.01,739090000,7708691,0.01,770869100
sortedset,11.180838346481323,7390900,0.01,739090000,7708691,0.01,770869100
set,0.601844072341919,7390900,0.01,739090000,7708691,0.01,770869100
cyroaring,0.0733175277709961,7390900,0.01,739090000,7708691,0.01,770869100
pyroaring,0.0049037933349609375,487445,0.01,48744500,8301319,0.01,830131900
cyroaring,0.007235050201416016,487445,0.01,48744500,8301319,0.01,830131900
set,0.3795640468597412,487445,0.01,48744500,8301319,0.01,830131900
sortedset,6.5963826179504395,487445,0.01,48744500,8301319,0.01,830131900
pyroaring,4.172325134277344e-05,1343041,0.999,1344385,9373795,0.999,9383178
set,0.12459158897399902,1343041,0.999,1344385,9373795,0.999,9383178
sortedset,1.1074767112731934,1343041,0.999,1344385,9373795,0.999,9383178
cyroaring,2.3365020751953125e-05,1343041,0.999,1344385,9373795,0.999,9383178
sortedset,0.33303093910217285,3915116,0.999,3919035,225590,0.999,225815
set,0.0341038703918457,3915116,0.999,3919035,225590,0.999,225815
cyroaring,1.6927719116210938e-05,3915116,0.999,3919035,225590,0.999,225815
pyroaring,2.1457672119140625e-05,3915116,0.999,3919035,225590,0.999,225815
pyroaring,4.649162292480469e-05,4263076,0.999,4267343,2317394,0.999,2319713
set,0.08011937141418457,4263076,0.999,4267343,2317394,0.999,2319713
sortedset,0.4380209445953369,4263076,0.999,4267343,2317394,0.999,2319713
cyroaring,2.5987625122070312e-05,4263076,0.999,4267343,2317394,0.999,2319713
pyroaring,0.010011911392211914,4357075,0.01,435707500,4277599,0.01,427759900
sortedset,5.648448944091797,4357075,0.01,435707500,4277599,0.01,427759900
cyroaring,0.0408785343170166,4357075,0.01,435707500,4277599,0.01,427759900
set,0.2908768653869629,4357075,0.01,435707500,4277599,0.01,427759900
set,0.6402511596679688,7682468,0.04,192061700,7438395,0.04,185959875
cyroaring,0.08809065818786621,7682468,0.04,192061700,7438395,0.04,185959875
sortedset,10.299608707427979,7682468,0.04,192061700,7438395,0.04,185959875
pyroaring,0.013047218322753906,7682468,0.04,192061700,7438395,0.04,185959875
pyroaring,0.00029277801513671875,6450065,0.5,12900130,8895450,0.5,17790900
