class,time,size1,density1,universe1,size2,density2,universe2
cyroaring,0.04846048355102539,5028720,0.01,502872000,6607601,0.01,660760100
pyroaring,0.012268304824829102,5028720,0.01,502872000,6607601,0.01,660760100
set,0.5114786624908447,5028720,0.01,502872000,6607601,0.01,660760100
set,0.27838826179504395,57636,0.01,5763600,6253636,0.01,625363600
pyroaring,0.002917051315307617,57636,0.01,5763600,6253636,0.01,625363600
sortedset,4.535088300704956,57636,0.01,5763600,6253636,0.01,625363600
cyroaring,0.0029120445251464844,57636,0.01,5763600,6253636,0.01,625363600
pyroaring,3.719329833984375e-05,1417359,0.999,1418777,5072123,0.999,5077200
set,0.08154940605163574,1417359,0.999,1418777,5072123,0.999,5077200
sortedset,0.6267509460449219,1417359,0.999,1418777,5072123,0.999,5077200
cyroaring,2.0265579223632812e-05,1417359,0.999,1418777,5072123,0.999,5077200
set,0.14329218864440918,2671237,0.999,2673910,7295199,0.999,7302501
pyroaring,5.5789947509765625e-05,2671237,0.999,2673910,7295199,0.999,7302501
sortedset,0.8914244174957275,2671237,0.999,2673910,7295199,0.999,7302501
cyroaring,2.8133392333984375e-05,2671237,0.999,2673910,7295199,0.999,7302501
pyroaring,0.00011515617370605469,1209168,0.5,2418336,4339205,0.5,8678410
sortedset,1.9816632270812988,1209168,0.5,2418336,4339205,0.5,8678410
cyroaring,0.00011134147644042969,1209168,0.5,2418336,4339205,0.5,8678410
set,0.12987542152404785,1209168,0.5,2418336,4339205,0.5,8678410
set,0.6803052425384521,7201532,0.04,180038300,9170570,0.04,229264250
cyroaring,0.08080148696899414,7201532,0.04,180038300,9170570,0.04,229264250
pyroaring,0.012801170349121094,7201532,0.04,180038300,9170570,0.04,229264250
sortedset,10.982244968414307,7201532,0.04,180038300,9170570,0.04,229264250
cyroaring,0.00031876564025878906,9596785,0.5,19193570,5666732,0.5,11333464
pyroaring,0.00031566619873046875,9596785,0.5,19193570,5666732,0.5,11333464
sortedset,3.3149523735046387,9596785,0.5,19193570,5666732,0.5,11333464
set,0.32554173469543457,9596785,0.5,19193570,5666732,0.5,11333464
sortedset,7.167522668838501,7073523,0.04,176838075,3317262,0.04,82931550
pyroaring,0.0066645145416259766,7073523,0.04,176838075,3317262,0.04,82931550
cyroaring,0.03821516036987305,7073523,0.04,176838075,3317262,0.04,82931550
set,0.32924580574035645,7073523,0.04,176838075,3317262,0.04,82931550
cyroaring,0.0001780986785888672,5771887,0.5,11543774,1626490,0.5,3252980
set,0.12890005111694336,5771887,0.5,11543774,1626490,0.5,3252980
sortedset,2.41068434715271,5771887,0.5,11543774,1626490,0.5,3252980
pyroaring,0.0001838207244873047,5771887,0.5,11543774,1626490,0.5,3252980
pyroaring,0.00011873245239257812,7610362,0.999,7617979,9831999,0.999,9841840
cyroaring,5.0067901611328125e-05,7610362,0.999,7617979,9831999,0.999,9841840
sortedset,1.307525396347046,7610362,0.999,7617979,9831999,0.999,9841840
set,0.2915794849395752,7610362,0.999,7617979,9831999,0.999,9841840
cyroaring,0.00012731552124023438,1399886,0.5,2799772,5055846,0.5,10111692
pyroaring,0.00013184547424316406,1399886,0.5,2799772,5055846,0.5,10111692
set,0.14998984336853027,1399886,0.5,2799772,5055846,0.5,10111692
sortedset,0.9639525413513184,1399886,0.5,2799772,5055846,0.5,10111692
set,0.20054078102111816,5209015,0.999,5214229,8080727,0.999,8088815
cyroaring,3.7670135498046875e-05,5209015,0.999,5214229,8080727,0.999,8088815
sortedset,1.0176656246185303,5209015,0.999,5214229,8080727,0.999,8088815
pyroaring,8.702278137207031e-05,5209015,0.999,5214229,8080727,0.999,8088815
cyroaring,0.0020830631256103516,9844204,0.1,98442040,8577063,0.1,85770630
pyroaring,0.0022406578063964844,9844204,0.1,98442040,8577063,0.1,85770630
set,0.6741840839385986,9844204,0.1,98442040,8577063,0.1,85770630
sortedset,14.614734649658203,9844204,0.1,98442040,8577063,0.1,85770630
set,0.43044519424438477,2765717,0.04,69142925,6436661,0.04,160916525
sortedset,6.255730390548706,2765717,0.04,69142925,6436661,0.04,160916525
pyroaring,0.005590200424194336,2765717,0.04,69142925,6436661,0.04,160916525
cyroaring,0.031644344329833984,2765717,0.04,69142925,6436661,0.04,160916525
cyroaring,2.7418136596679688e-05,3600952,0.999,3604556,6104413,0.999,6110523
pyroaring,6.604194641113281e-05,3600952,0.999,3604556,6104413,0.999,6110523
sortedset,0.834954023361206,3600952,0.999,3604556,6104413,0.999,6110523
set,0.15548086166381836,3600952,0.999,3604556,6104413,0.999,6110523
set,0.12226557731628418,1267112,0.999,1268380,9075816,0.999,9084900
cyroaring,2.3126602172851562e-05,1267112,0.999,1268380,9075816,0.999,9084900
pyroaring,4.2438507080078125e-05,1267112,0.999,1268380,9075816,0.999,9084900
sortedset,1.0887999534606934,1267112,0.999,1268380,9075816,0.999,9084900
cyroaring,4.5299530029296875e-05,7056757,0.999,7063820,8883885,0.999,8892777
set,0.2400989532470703,7056757,0.999,7063820,8883885,0.999,8892777
sortedset,1.2273669242858887,7056757,0.999,7063820,8883885,0.999,8892777
pyroaring,0.00011205673217773438,7056757,0.999,7063820,8883885,0.999,8892777
set,0.5635483264923096,4325165,0.04,108129125,8075766,0.04,201894150
sortedset,10.110130071640015,4325165,0.04,108129125,8075766,0.04,201894150
pyroaring,0.008437871932983398,4325165,0.04,108129125,8075766,0.04,201894150
cyroaring,0.049118757247924805,4325165,0.04,108129125,8075766,0.04,201894150
sortedset,0.4470207691192627,1607406,0.999,1609015,2277593,0.999,2279872
pyroaring,3.647804260253906e-05,1607406,0.999,1609015,2277593,0.999,2279872
cyroaring,1.7642974853515625e-05,1607406,0.999,1609015,2277593,0.999,2279872
set,0.05860114097595215,1607406,0.999,1609015,2277593,0.999,2279872
cyroaring,3.3855438232421875e-05,4952500,0.999,4957457,6053591,0.999,6059650
sortedset,0.8685498237609863,4952500,0.999,4957457,6053591,0.999,6059650
set,0.13894915580749512,4952500,0.999,4957457,6053591,0.999,6059650
pyroaring,8.177757263183594e-05,4952500,0.999,4957457,6053591,0.999,6059650
cyroaring,0.015109062194824219,1228898,0.04,30722450,6663432,0.04,166585800
set,0.3531522750854492,1228898,0.04,30722450,6663432,0.04,166585800
sortedset,5.065643548965454,1228898,0.04,30722450,6663432,0.04,166585800
pyroaring,0.003458261489868164,1228898,0.04,30722450,6663432,0.04,166585800
sortedset,2.335204839706421,1578658,0.04,39466450,2617662,0.04,65441550
cyroaring,0.01917743682861328,1578658,0.04,39466450,2617662,0.04,65441550
pyroaring,0.0029668807983398438,1578658,0.04,39466450,2617662,0.04,65441550
set,0.17256641387939453,1578658,0.04,39466450,2617662,0.04,65441550
sortedset,1.7385892868041992,6943247,0.5,13886494,1477887,0.5,2955774
pyroaring,0.00021529197692871094,6943247,0.5,13886494,1477887,0.5,2955774
cyroaring,0.00023317337036132812,6943247,0.5,13886494,1477887,0.5,2955774
set,0.13049578666687012,6943247,0.5,13886494,1477887,0.5,2955774
pyroaring,0.004995822906494141,2285030,0.04,57125750,6508305,0.04,162707625
cyroaring,0.026453018188476562,2285030,0.04,57125750,6508305,0.04,162707625
sortedset,6.0851969718933105,2285030,0.04,57125750,6508305,0.04,162707625
set,0.40270352363586426,2285030,0.04,57125750,6508305,0.04,162707625
cyroaring,1.9550323486328125e-05,501379,0.5,1002758,81604,0.5,163208
pyroaring,2.5272369384765625e-05,501379,0.5,1002758,81604,0.5,163208
sortedset,0.11306881904602051,501379,0.5,1002758,81604,0.5,163208
set,0.010116815567016602,501379,0.5,1002758,81604,0.5,163208
set,0.47382020950317383,1782579,0.1,17825790,9699212,0.1,96992120
cyroaring,0.0014996528625488281,1782579,0.1,17825790,9699212,0.1,96992120
pyroaring,0.0017011165618896484,1782579,0.1,17825790,9699212,0.1,96992120
sortedset,6.569769382476807,1782579,0.1,17825790,9699212,0.1,96992120
cyroaring,0.010725021362304688,4064396,0.01,406439600,1110799,0.01,111079900
pyroaring,0.0037567615509033203,4064396,0.01,406439600,1110799,0.01,111079900
sortedset,3.9960994720458984,4064396,0.01,406439600,1110799,0.01,111079900
set,0.14024043083190918,4064396,0.01,406439600,1110799,0.01,111079900
sortedset,9.517550945281982,7230400,0.1,72304000,8028253,0.1,80282530
set,0.6483931541442871,7230400,0.1,72304000,8028253,0.1,80282530
pyroaring,0.001851797103881836,7230400,0.1,72304000,8028253,0.1,80282530
cyroaring,0.0017223358154296875,7230400,0.1,72304000,8028253,0.1,80282530
pyroaring,0.0072078704833984375,2359542,0.01,235954200,6108430,0.01,610843000
cyroaring,0.0219724178314209,2359542,0.01,235954200,6108430,0.01,610843000
set,0.40563130378723145,2359542,0.01,235954200,6108430,0.01,610843000
sortedset,5.66090726852417,2359542,0.01,235954200,6108430,0.01,610843000
set,0.14716649055480957,1762215,0.04,44055375,1738437,0.04,43460925
sortedset,1.908984661102295,1762215,0.04,44055375,1738437,0.04,43460925
pyroaring,0.002938985824584961,1762215,0.04,44055375,1738437,0.04,43460925
cyroaring,0.019400358200073242,1762215,0.04,44055375,1738437,0.04,43460925
set,0.06706571578979492,1032364,0.999,1033397,4121685,0.999,4125810
pyroaring,3.075599670410156e-05,1032364,0.999,1033397,4121685,0.999,4125810
cyroaring,1.6927719116210938e-05,1032364,0.999,1033397,4121685,0.999,4125810
sortedset,0.3656759262084961,1032364,0.999,1033397,4121685,0.999,4125810
cyroaring,0.0001575946807861328,381184,0.5,762368,7472987,0.5,14945974
pyroaring,0.00016355514526367188,381184,0.5,762368,7472987,0.5,14945974
set,0.1570577621459961,381184,0.5,762368,7472987,0.5,14945974
sortedset,1.636995792388916,381184,0.5,762368,7472987,0.5,14945974
pyroaring,6.246566772460938e-05,101799,0.5,203598,2185174,0.5,4370348
sortedset,0.6048009395599365,101799,0.5,203598,2185174,0.5,4370348
cyroaring,7.224082946777344e-05,101799,0.5,203598,2185174,0.5,4370348
set,0.04626035690307617,101799,0.5,203598,2185174,0.5,4370348
pyroaring,0.0017240047454833984,8816270,0.1,88162700,4207409,0.1,42074090
set,0.4487607479095459,8816270,0.1,88162700,4207409,0.1,42074090
sortedset,8.853029727935791,8816270,0.1,88162700,4207409,0.1,42074090
cyroaring,0.0015485286712646484,8816270,0.1,88162700,4207409,0.1,42074090
cyroaring,2.5987625122070312e-05,8540487,0.999,8549036,645073,0.999,645718
set,0.0918874740600586,8540487,0.999,8549036,645073,0.999,645718
sortedset,1.0352654457092285,8540487,0.999,8549036,645073,0.999,645718
pyroaring,3.1948089599609375e-05,8540487,0.999,8549036,645073,0.999,645718
sortedset,1.113234281539917,3916279,0.999,3920199,8405952,0.999,8414366
pyroaring,7.414817810058594e-05,3916279,0.999,3920199,8405952,0.999,8414366
cyroaring,3.218650817871094e-05,3916279,0.999,3920199,8405952,0.999,8414366
set,0.17013216018676758,3916279,0.999,3920199,8405952,0.999,8414366
sortedset,2.7501394748687744,3948804,0.01,394880400,1025,0.01,102500
pyroaring,0.001482248306274414,3948804,0.01,394880400,1025,0.01,102500
cyroaring,0.0014123916625976562,3948804,0.01,394880400,1025,0.01,102500
set,0.0847005844116211,3948804,0.01,394880400,1025,0.01,102500
pyroaring,0.007932901382446289,4874709,0.04,121867725,4567680,0.04,114192000
sortedset,6.29705023765564,4874709,0.04,121867725,4567680,0.04,114192000
cyroaring,0.0541682243347168,4874709,0.04,121867725,4567680,0.04,114192000
set,0.3198966979980469,4874709,0.04,121867725,4567680,0.04,114192000
pyroaring,0.0043182373046875,2794709,0.04,69867725,2486960,0.04,62174000
cyroaring,0.027789831161499023,2794709,0.04,69867725,2486960,0.04,62174000
set,0.18149471282958984,2794709,0.04,69867725,2486960,0.04,62174000
sortedset,2.7891502380371094,2794709,0.04,69867725,2486960,0.04,62174000
cyroaring,0.0006000995635986328,3845729,0.1,38457290,1466730,0.1,14667300
sortedset,2.470425605773926,3845729,0.1,38457290,1466730,0.1,14667300
pyroaring,0.0006301403045654297,3845729,0.1,38457290,1466730,0.1,14667300
set,0.15239548683166504,3845729,0.1,38457290,1466730,0.1,14667300
pyroaring,3.719329833984375e-05,4405060,0.999,4409469,1475888,0.999,1477365
cyroaring,2.2172927856445312e-05,4405060,0.999,4409469,1475888,0.999,1477365
sortedset,0.5928366184234619,4405060,0.999,4409469,1475888,0.999,1477365
set,0.06798601150512695,4405060,0.999,4409469,1475888,0.999,1477365
cyroaring,0.048969268798828125,8569437,0.04,214235925,3936220,0.04,98405500
sortedset,8.917892694473267,8569437,0.04,214235925,3936220,0.04,98405500
set,0.41039562225341797,8569437,0.04,214235925,3936220,0.04,98405500
pyroaring,0.00812220573425293,8569437,0.04,214235925,3936220,0.04,98405500
sortedset,4.2284440994262695,1797983,0.04,44949575,3939284,0.04,98482100
set,0.23207545280456543,1797983,0.04,44949575,3939284,0.04,98482100
pyroaring,0.0035784244537353516,1797983,0.04,44949575,3939284,0.04,98482100
cyroaring,0.020524263381958008,1797983,0.04,44949575,3939284,0.04,98482100
set,0.45316243171691895,4020660,0.04,100516500,6248055,0.04,156201375
sortedset,8.675674438476562,4020660,0.04,100516500,6248055,0.04,156201375
cyroaring,0.04883241653442383,4020660,0.04,100516500,6248055,0.04,156201375
pyroaring,0.007584333419799805,4020660,0.04,100516500,6248055,0.04,156201375
pyroaring,0.00023436546325683594,3812038,0.5,7624076,8106460,0.5,16212920
cyroaring,0.00023865699768066406,3812038,0.5,7624076,8106460,0.5,16212920
set,0.306826114654541,3812038,0.5,7624076,8106460,0.5,16212920
sortedset,1.9529385566711426,3812038,0.5,7624076,8106460,0.5,16212920
cyroaring,5.245208740234375e-05,8209418,0.999,8217635,9075100,0.999,9084184
pyroaring,0.0001270771026611328,8209418,0.999,8217635,9075100,0.999,9084184
set,0.2962217330932617,8209418,0.999,8217635,9075100,0.999,9084184
sortedset,1.2704782485961914,8209418,0.999,8217635,9075100,0.999,9084184
sortedset,2.1324868202209473,567877,0.5,1135754,9890761,0.5,19781522
cyroaring,0.00021529197692871094,567877,0.5,1135754,9890761,0.5,19781522
set,0.19701027870178223,567877,0.5,1135754,9890761,0.5,19781522
pyroaring,0.0002181529998779297,567877,0.5,1135754,9890761,0.5,19781522
sortedset,12.481160640716553,9794280,0.04,244857000,4368742,0.04,109218550
cyroaring,0.05466890335083008,9794280,0.04,244857000,4368742,0.04,109218550
set,0.4482698440551758,9794280,0.04,244857000,4368742,0.04,109218550
pyroaring,0.009150505065917969,9794280,0.04,244857000,4368742,0.04,109218550
pyroaring,0.0055429935455322266,2342428,0.04,58560700,7927936,0.04,198198400
sortedset,6.954549074172974,2342428,0.04,58560700,7927936,0.04,198198400
cyroaring,0.030749082565307617,2342428,0.04,58560700,7927936,0.04,198198400
set,0.44310474395751953,2342428,0.04,58560700,7927936,0.04,198198400
set,0.2966136932373047,4084513,0.5,8169026,6794068,0.5,13588136
pyroaring,0.0002124309539794922,4084513,0.5,8169026,6794068,0.5,13588136
sortedset,2.0151278972625732,4084513,0.5,8169026,6794068,0.5,13588136
cyroaring,0.0004718303680419922,4084513,0.5,8169026,6794068,0.5,13588136
cyroaring,0.03821563720703125,3398146,0.04,84953650,3813837,0.04,95345925
pyroaring,0.005872488021850586,3398146,0.04,84953650,3813837,0.04,95345925
sortedset,4.995875597000122,3398146,0.04,84953650,3813837,0.04,95345925
set,0.2948307991027832,3398146,0.04,84953650,3813837,0.04,95345925
set,0.06813406944274902,1195861,0.999,1197058,3151854,0.999,3155009
pyroaring,3.24249267578125e-05,1195861,0.999,1197058,3151854,0.999,3155009
cyroaring,1.7881393432617188e-05,1195861,0.999,1197058,3151854,0.999,3155009
sortedset,0.5456714630126953,1195861,0.999,1197058,3151854,0.999,3155009
pyroaring,0.015466690063476562,9814222,0.01,981422200,5035167,0.01,503516700
set,0.4785902500152588,9814222,0.01,981422200,5035167,0.01,503516700
sortedset,12.8773193359375,9814222,0.01,981422200,5035167,0.01,503516700
cyroaring,0.05109524726867676,9814222,0.01,981422200,5035167,0.01,503516700
set,0.7543938159942627,8040040,0.1,80400400,8963578,0.1,89635780
cyroaring,0.002689838409423828,8040040,0.1,80400400,8963578,0.1,89635780
pyroaring,0.002077817916870117,8040040,0.1,80400400,8963578,0.1,89635780
sortedset,10.655630111694336,8040040,0.1,80400400,8963578,0.1,89635780
sortedset,6.016582012176514,5074401,0.1,50744010,4847643,0.1,48476430
pyroaring,0.0011081695556640625,5074401,0.1,50744010,4847643,0.1,48476430
cyroaring,0.0010499954223632812,5074401,0.1,50744010,4847643,0.1,48476430
set,0.3541278839111328,5074401,0.1,50744010,4847643,0.1,48476430
pyroaring,0.004565238952636719,7611195,0.01,761119500,601162,0.01,60116200
sortedset,6.210576772689819,7611195,0.01,761119500,601162,0.01,60116200
cyroaring,0.010159492492675781,7611195,0.01,761119500,601162,0.01,60116200
set,0.2021927833557129,7611195,0.01,761119500,601162,0.01,60116200
cyroaring,0.014262914657592773,1456276,0.01,145627600,4451585,0.01,445158500
sortedset,4.573602199554443,1456276,0.01,145627600,4451585,0.01,445158500
pyroaring,0.00466465950012207,1456276,0.01,145627600,4451585,0.01,445158500
set,0.23827791213989258,1456276,0.01,145627600,4451585,0.01,445158500
set,0.35548996925354004,4979438,0.5,9958876,7974448,0.5,15948896
pyroaring,0.0002510547637939453,4979438,0.5,9958876,7974448,0.5,15948896
sortedset,2.340984344482422,4979438,0.5,9958876,7974448,0.5,15948896
cyroaring,0.0005559921264648438,4979438,0.5,9958876,7974448,0.5,15948896
cyroaring,0.00031185150146484375,2531359,0.5,5062718,5365624,0.5,10731248
pyroaring,0.00015473365783691406,2531359,0.5,5062718,5365624,0.5,10731248
set,0.1975233554840088,2531359,0.5,5062718,5365624,0.5,10731248
sortedset,1.5217788219451904,2531359,0.5,5062718,5365624,0.5,10731248
set,0.5472838878631592,5530864,0.04,138271600,6464437,0.04,161610925
cyroaring,0.06589889526367188,5530864,0.04,138271600,6464437,0.04,161610925
pyroaring,0.009746074676513672,5530864,0.04,138271600,6464437,0.04,161610925
sortedset,8.470630645751953,5530864,0.04,138271600,6464437,0.04,161610925
sortedset,0.9382667541503906,2411362,0.999,2413775,7958457,0.999,7966423
set,0.14050865173339844,2411362,0.999,2413775,7958457,0.999,7966423
pyroaring,5.269050598144531e-05,2411362,0.999,2413775,7958457,0.999,7966423
cyroaring,2.5510787963867188e-05,2411362,0.999,2413775,7958457,0.999,7966423
set,0.203779935836792,3003708,0.5,6007416,4626062,0.5,9252124
cyroaring,0.00015163421630859375,3003708,0.5,6007416,4626062,0.5,9252124
pyroaring,0.00014090538024902344,3003708,0.5,6007416,4626062,0.5,9252124
sortedset,1.0452625751495361,3003708,0.5,6007416,4626062,0.5,9252124
pyroaring,0.0014655590057373047,3893438,0.1,38934380,7375388,0.1,73753880
cyroaring,0.001308441162109375,3893438,0.1,38934380,7375388,0.1,73753880
set,0.5001554489135742,3893438,0.1,38934380,7375388,0.1,73753880
sortedset,6.828211069107056,3893438,0.1,38934380,7375388,0.1,73753880
set,0.13050007820129395,1764783,0.999,1766549,8779458,0.999,8788246
sortedset,1.0824053287506104,1764783,0.999,1766549,8779458,0.999,8788246
cyroaring,2.4318695068359375e-05,1764783,0.999,1766549,8779458,0.999,8788246
pyroaring,4.7206878662109375e-05,1764783,0.999,1766549,8779458,0.999,8788246
pyroaring,0.0032265186309814453,778131,0.04,19453275,8254975,0.04,206374375
sortedset,6.35453200340271,778131,0.04,19453275,8254975,0.04,206374375
cyroaring,0.013214349746704102,778131,0.04,19453275,8254975,0.04,206374375
set,0.37306714057922363,778131,0.04,19453275,8254975,0.04,206374375
set,0.3980851173400879,9271488,0.5,18542976,8545369,0.5,17090738
cyroaring,0.00035452842712402344,9271488,0.5,18542976,8545369,0.5,17090738
sortedset,3.2913317680358887,9271488,0.5,18542976,8545369,0.5,17090738
pyroaring,0.0007276535034179688,9271488,0.5,18542976,8545369,0.5,17090738
pyroaring,0.0014731884002685547,4097396,0.1,40973960,7303017,0.1,73030170
cyroaring,0.0013349056243896484,4097396,0.1,40973960,7303017,0.1,73030170
set,0.5017986297607422,4097396,0.1,40973960,7303017,0.1,73030170
sortedset,8.80346941947937,4097396,0.1,40973960,7303017,0.1,73030170
pyroaring,0.0013628005981445312,4570129,0.1,45701290,6560021,0.1,65600210
set,0.3856537342071533,4570129,0.1,45701290,6560021,0.1,65600210
cyroaring,0.0012917518615722656,4570129,0.1,45701290,6560021,0.1,65600210
sortedset,5.6674511432647705,4570129,0.1,45701290,6560021,0.1,65600210
set,0.7068266868591309,6897738,0.1,68977380,9692897,0.1,96928970
pyroaring,0.0021317005157470703,6897738,0.1,68977380,9692897,0.1,96928970
sortedset,10.58310842514038,6897738,0.1,68977380,9692897,0.1,96928970
cyroaring,0.0019216537475585938,6897738,0.1,68977380,9692897,0.1,96928970
pyroaring,0.00145721435546875,6841695,0.1,68416950,5157350,0.1,51573500
sortedset,8.107778310775757,6841695,0.1,68416950,5157350,0.1,51573500
cyroaring,0.0026133060455322266,6841695,0.1,68416950,5157350,0.1,51573500
set,0.5030369758605957,6841695,0.1,68416950,5157350,0.1,51573500
sortedset,6.674646854400635,700294,0.04,17507350,7529047,0.04,188226175
pyroaring,0.002939939498901367,700294,0.04,17507350,7529047,0.04,188226175
cyroaring,0.009316444396972656,700294,0.04,17507350,7529047,0.04,188226175
set,0.3422579765319824,700294,0.04,17507350,7529047,0.04,188226175
pyroaring,5.316734313964844e-05,2572610,0.999,2575185,6995869,0.999,7002871
set,0.14033269882202148,2572610,0.999,2575185,6995869,0.999,7002871
sortedset,0.7714505195617676,2572610,0.999,2575185,6995869,0.999,7002871
cyroaring,2.4080276489257812e-05,2572610,0.999,2575185,6995869,0.999,7002871
cyroaring,0.0005102157592773438,1036163,0.1,10361630,3929984,0.1,39299840
pyroaring,0.0005590915679931641,1036163,0.1,10361630,3929984,0.1,39299840
sortedset,2.4542689323425293,1036163,0.1,10361630,3929984,0.1,39299840
set,0.2014479637145996,1036163,0.1,10361630,3929984,0.1,39299840
sortedset,9.840337038040161,6529003,0.01,652900300,6622767,0.01,662276700
pyroaring,0.01517796516418457,6529003,0.01,652900300,6622767,0.01,662276700
cyroaring,0.05952715873718262,6529003,0.01,652900300,6622767,0.01,662276700
set,0.5564579963684082,6529003,0.01,652900300,6622767,0.01,662276700
sortedset,1.034543514251709,6805916,0.999,6812728,7752019,0.999,7759778
set,0.23094606399536133,6805916,0.999,6812728,7752019,0.999,7759778
cyroaring,4.363059997558594e-05,6805916,0.999,6812728,7752019,0.999,7759778
pyroaring,0.00010776519775390625,6805916,0.999,6812728,7752019,0.999,7759778
cyroaring,0.001108407974243164,3835701,0.1,38357010,5731889,0.1,57318890
sortedset,6.401266813278198,3835701,0.1,38357010,5731889,0.1,57318890
pyroaring,0.0011780261993408203,3835701,0.1,38357010,5731889,0.1,57318890
set,0.37053847312927246,3835701,0.1,38357010,5731889,0.1,57318890
sortedset,3.9604220390319824,2456706,0.1,24567060,3741261,0.1,37412610
set,0.2699408531188965,2456706,0.1,24567060,3741261,0.1,37412610
pyroaring,0.0006442070007324219,2456706,0.1,24567060,3741261,0.1,37412610
cyroaring,0.0006194114685058594,2456706,0.1,24567060,3741261,0.1,37412610
set,0.16223454475402832,341578,0.04,8539450,3433260,0.04,85831500
sortedset,2.117953300476074,341578,0.04,8539450,3433260,0.04,85831500
cyroaring,0.004445314407348633,341578,0.04,8539450,3433260,0.04,85831500
pyroaring,0.0012433528900146484,341578,0.04,8539450,3433260,0.04,85831500
set,0.12611675262451172,1900015,0.999,1901916,7274660,0.999,7281941
pyroaring,4.4345855712890625e-05,1900015,0.999,1901916,7274660,0.999,7281941
sortedset,0.7704081535339355,1900015,0.999,1901916,7274660,0.999,7281941
cyroaring,2.2649765014648438e-05,1900015,0.999,1901916,7274660,0.999,7281941
sortedset,1.0492298603057861,8916479,0.999,8925404,127063,0.999,127190
pyroaring,2.2649765014648438e-05,8916479,0.999,8925404,127063,0.999,127190
set,0.08455038070678711,8916479,0.999,8925404,127063,0.999,127190
cyroaring,1.9788742065429688e-05,8916479,0.999,8925404,127063,0.999,127190
set,0.059496402740478516,2568737,0.999,2571308,2151701,0.999,2153854
pyroaring,4.315376281738281e-05,2568737,0.999,2571308,2151701,0.999,2153854
sortedset,0.2747762203216553,2568737,0.999,2571308,2151701,0.999,2153854
cyroaring,2.1219253540039062e-05,2568737,0.999,2571308,2151701,0.999,2153854
pyroaring,2.86102294921875e-05,3445295,0.999,3448743,894281,0.999,895176
set,0.04419302940368652,3445295,0.999,3448743,894281,0.999,895176
cyroaring,1.8358230590820312e-05,3445295,0.999,3448743,894281,0.999,895176
sortedset,0.31804394721984863,3445295,0.999,3448743,894281,0.999,895176
cyroaring,0.01735711097717285,1481605,0.04,37040125,5308954,0.04,132723850
pyroaring,0.0034487247467041016,1481605,0.04,37040125,5308954,0.04,132723850
sortedset,4.746131658554077,1481605,0.04,37040125,5308954,0.04,132723850
set,0.2596302032470703,1481605,0.04,37040125,5308954,0.04,132723850
sortedset,7.6150031089782715,5345257,0.01,534525700,5318378,0.01,531837800
pyroaring,0.012562990188598633,5345257,0.01,534525700,5318378,0.01,531837800
cyroaring,0.04986572265625,5345257,0.01,534525700,5318378,0.01,531837800
set,0.3606150150299072,5345257,0.01,534525700,5318378,0.01,531837800
set,0.09508037567138672,7369572,0.999,7376948,2205095,0.999,2207302
cyroaring,2.9325485229492188e-05,7369572,0.999,7376948,2205095,0.999,2207302
sortedset,0.9085361957550049,7369572,0.999,7376948,2205095,0.999,2207302
pyroaring,4.935264587402344e-05,7369572,0.999,7376948,2205095,0.999,2207302
cyroaring,0.011566162109375,601090,0.04,15027250,9895187,0.04,247379675
sortedset,7.361358165740967,601090,0.04,15027250,9895187,0.04,247379675
pyroaring,0.00673985481262207,601090,0.04,15027250,9895187,0.04,247379675
set,0.4131913185119629,601090,0.04,15027250,9895187,0.04,247379675
set,0.39659810066223145,7753160,0.5,15506320,5957803,0.5,11915606
pyroaring,0.00025153160095214844,7753160,0.5,15506320,5957803,0.5,11915606
cyroaring,0.00027632713317871094,7753160,0.5,15506320,5957803,0.5,11915606
sortedset,2.4832355976104736,7753160,0.5,15506320,5957803,0.5,11915606
cyroaring,0.08476710319519043,8545833,0.04,213645825,7167440,0.04,179186000
set,0.5688824653625488,8545833,0.04,213645825,7167440,0.04,179186000
sortedset,13.432585000991821,8545833,0.04,213645825,7167440,0.04,179186000
pyroaring,0.012879371643066406,8545833,0.04,213645825,7167440,0.04,179186000
cyroaring,0.0012772083282470703,7048061,0.1,70480610,4232402,0.1,42324020
pyroaring,0.0014073848724365234,7048061,0.1,70480610,4232402,0.1,42324020
sortedset,7.203330039978027,7048061,0.1,70480610,4232402,0.1,42324020
set,0.4705994129180908,7048061,0.1,70480610,4232402,0.1,42324020
cyroaring,4.649162292480469e-05,7125129,0.999,7132261,7174770,0.999,7181951
sortedset,0.999157190322876,7125129,0.999,7132261,7174770,0.999,7181951
pyroaring,0.00011181831359863281,7125129,0.999,7132261,7174770,0.999,7181951
set,0.23354434967041016,7125129,0.999,7132261,7174770,0.999,7181951
pyroaring,0.0013546943664550781,5030805,0.1,50308050,6347829,0.1,63478290
sortedset,6.0550878047943115,5030805,0.1,50308050,6347829,0.1,63478290
cyroaring,0.002451181411743164,5030805,0.1,50308050,6347829,0.1,63478290
set,0.45944952964782715,5030805,0.1,50308050,6347829,0.1,63478290
cyroaring,0.001712799072265625,3917962,0.1,39179620,9988176,0.1,99881760
pyroaring,0.0019311904907226562,3917962,0.1,39179620,9988176,0.1,99881760
set,0.577993631362915,3917962,0.1,39179620,9988176,0.1,99881760
sortedset,11.63961124420166,3917962,0.1,39179620,9988176,0.1,99881760
set,0.3744015693664551,4679584,0.1,46795840,6080669,0.1,60806690
