class,time,size1,density1,universe1,size2,density2,universe2
cyroaring,0.0002930164337158203,5343099,0.5,10686198,4111190,0.5,8222380
pyroaring,0.00028014183044433594,5343099,0.5,10686198,4111190,0.5,8222380
set,0.25925564765930176,5343099,0.5,10686198,4111190,0.5,8222380
pyroaring,0.007779598236083984,1272011,0.01,127201100,7355466,0.01,735546600
cyroaring,0.014618396759033203,1272011,0.01,127201100,7355466,0.01,735546600
set,0.5225725173950195,1272011,0.01,127201100,7355466,0.01,735546600
cyroaring,0.0013120174407958984,1036155,0.1,10361550,5732592,0.1,57325920
pyroaring,0.0013973712921142578,1036155,0.1,10361550,5732592,0.1,57325920
set,0.3085150718688965,1036155,0.1,10361550,5732592,0.1,57325920
pyroaring,0.0016934871673583984,210714,0.04,5267850,3655632,0.04,91390800
set,0.20000052452087402,210714,0.04,5267850,3655632,0.04,91390800
cyroaring,0.0036156177520751953,210714,0.04,5267850,3655632,0.04,91390800
cyroaring,0.0029144287109375,9130376,0.1,91303760,8987320,0.1,89873200
pyroaring,0.0030815601348876953,9130376,0.1,91303760,8987320,0.1,89873200
set,0.9794895648956299,9130376,0.1,91303760,8987320,0.1,89873200
set,0.5435974597930908,1268777,0.1,12687770,7828776,0.1,78287760
cyroaring,0.0017926692962646484,1268777,0.1,12687770,7828776,0.1,78287760
pyroaring,0.001870870590209961,1268777,0.1,12687770,7828776,0.1,78287760
pyroaring,0.024920225143432617,8281869,0.01,828186900,9846723,0.01,984672300
set,1.0802311897277832,8281869,0.01,828186900,9846723,0.01,984672300
cyroaring,0.08162951469421387,8281869,0.01,828186900,9846723,0.01,984672300
set,0.4654841423034668,7517362,0.5,15034724,5370568,0.5,10741136
cyroaring,0.0005767345428466797,7517362,0.5,15034724,5370568,0.5,10741136
pyroaring,0.00039458274841308594,7517362,0.5,15034724,5370568,0.5,10741136
set,0.2834196090698242,7649399,0.01,764939900,836305,0.01,83630500
pyroaring,0.007530927658081055,7649399,0.01,764939900,836305,0.01,83630500
cyroaring,0.011399030685424805,7649399,0.01,764939900,836305,0.01,83630500
set,0.28438568115234375,7247758,0.999,7255013,5424422,0.999,5429851
pyroaring,9.298324584960938e-05,7247758,0.999,7255013,5424422,0.999,5429851
cyroaring,4.649162292480469e-05,7247758,0.999,7255013,5424422,0.999,5429851
set,0.1530911922454834,2279896,0.999,2282178,6006115,0.999,6012127
cyroaring,3.147125244140625e-05,2279896,0.999,2282178,6006115,0.999,6012127
pyroaring,5.14984130859375e-05,2279896,0.999,2282178,6006115,0.999,6012127
pyroaring,3.933906555175781e-05,1141420,0.999,1142562,3611894,0.999,3615509
cyroaring,2.3603439331054688e-05,1141420,0.999,1142562,3611894,0.999,3615509
set,0.0994725227355957,1141420,0.999,1142562,3611894,0.999,3615509
pyroaring,4.553794860839844e-05,1424883,0.999,1426309,7525956,0.999,7533489
set,0.16824126243591309,1424883,0.999,1426309,7525956,0.999,7533489
cyroaring,3.0040740966796875e-05,1424883,0.999,1426309,7525956,0.999,7533489
set,0.14844512939453125,1114171,0.5,2228342,3446201,0.5,6892402
pyroaring,0.00015020370483398438,1114171,0.5,2228342,3446201,0.5,6892402
cyroaring,0.00013399124145507812,1114171,0.5,2228342,3446201,0.5,6892402
pyroaring,0.0003609657287597656,6452680,0.5,12905360,6408718,0.5,12817436
set,0.4725327491760254,6452680,0.5,12905360,6408718,0.5,12817436
cyroaring,0.0003674030303955078,6452680,0.5,12905360,6408718,0.5,12817436
set,0.3626730442047119,2061189,0.1,20611890,5157375,0.1,51573750
cyroaring,0.0013480186462402344,2061189,0.1,20611890,5157375,0.1,51573750
pyroaring,0.0013990402221679688,2061189,0.1,20611890,5157375,0.1,51573750
pyroaring,6.103515625e-05,4019363,0.999,4023386,2666081,0.999,2668749
cyroaring,3.170967102050781e-05,4019363,0.999,4023386,2666081,0.999,2668749
set,0.14442110061645508,4019363,0.999,4023386,2666081,0.999,2668749
cyroaring,5.221366882324219e-05,7725460,0.999,7733193,6376237,0.999,6382619
pyroaring,0.00010728836059570312,7725460,0.999,7733193,6376237,0.999,6382619
set,0.3239421844482422,7725460,0.999,7733193,6376237,0.999,6382619
set,0.8943452835083008,9726058,0.04,243151450,8297982,0.04,207449550
pyroaring,0.020763158798217773,9726058,0.04,243151450,8297982,0.04,207449550
cyroaring,0.09833621978759766,9726058,0.04,243151450,8297982,0.04,207449550
pyroaring,0.0002307891845703125,903629,0.1,9036290,748694,0.1,7486940
set,0.08183574676513672,903629,0.1,9036290,748694,0.1,7486940
cyroaring,0.00025773048400878906,903629,0.1,9036290,748694,0.1,7486940
set,0.23569202423095703,6457186,0.1,64571860,1548488,0.1,15484880
cyroaring,0.0015370845794677734,6457186,0.1,64571860,1548488,0.1,15484880
pyroaring,0.001596212387084961,6457186,0.1,64571860,1548488,0.1,15484880
cyroaring,3.528594970703125e-05,6619585,0.999,6626211,1495680,0.999,1497177
set,0.1201932430267334,6619585,0.999,6626211,1495680,0.999,1497177
pyroaring,5.0067901611328125e-05,6619585,0.999,6626211,1495680,0.999,1497177
cyroaring,0.09224319458007812,9615481,0.01,961548100,9438754,0.01,943875400
set,1.0027744770050049,9615481,0.01,961548100,9438754,0.01,943875400
pyroaring,0.03278303146362305,9615481,0.01,961548100,9438754,0.01,943875400
pyroaring,0.0014486312866210938,1582447,0.1,15824470,5692490,0.1,56924900
set,0.3168447017669678,1582447,0.1,15824470,5692490,0.1,56924900
cyroaring,0.001386404037475586,1582447,0.1,15824470,5692490,0.1,56924900
set,0.1138923168182373,2411202,0.1,24112020,638838,0.1,6388380
cyroaring,0.0005445480346679688,2411202,0.1,24112020,638838,0.1,6388380
pyroaring,0.0005481243133544922,2411202,0.1,24112020,638838,0.1,6388380
pyroaring,0.01569390296936035,8712083,0.04,217802075,7441198,0.04,186029950
cyroaring,0.08545398712158203,8712083,0.04,217802075,7441198,0.04,186029950
set,0.9130537509918213,8712083,0.04,217802075,7441198,0.04,186029950
set,0.9877042770385742,9828279,0.1,98282790,9156740,0.1,91567400
cyroaring,0.0031299591064453125,9828279,0.1,98282790,9156740,0.1,91567400
pyroaring,0.0032303333282470703,9828279,0.1,98282790,9156740,0.1,91567400
cyroaring,0.029610157012939453,8182075,0.01,818207500,2760295,0.01,276029500
pyroaring,0.011912822723388672,8182075,0.01,818207500,2760295,0.01,276029500
set,0.43270254135131836,8182075,0.01,818207500,2760295,0.01,276029500
set,0.872185230255127,7466874,0.01,746687400,8582955,0.01,858295500
pyroaring,0.022153854370117188,7466874,0.01,746687400,8582955,0.01,858295500
cyroaring,0.06856083869934082,7466874,0.01,746687400,8582955,0.01,858295500
cyroaring,0.018389225006103516,8745575,0.01,874557500,1633327,0.01,163332700
pyroaring,0.009212255477905273,8745575,0.01,874557500,1633327,0.01,163332700
set,0.4416205883026123,8745575,0.01,874557500,1633327,0.01,163332700
cyroaring,0.055277347564697266,8200667,0.01,820066700,5463392,0.01,546339200
pyroaring,0.016962051391601562,8200667,0.01,820066700,5463392,0.01,546339200
set,0.7112882137298584,8200667,0.01,820066700,5463392,0.01,546339200
set,0.7360424995422363,8320330,0.1,83203300,5847105,0.1,58471050
cyroaring,0.0023908615112304688,8320330,0.1,83203300,5847105,0.1,58471050
pyroaring,0.0025854110717773438,8320330,0.1,83203300,5847105,0.1,58471050
pyroaring,0.002424478530883789,2236967,0.04,55924175,973616,0.04,24340400
set,0.13431715965270996,2236967,0.04,55924175,973616,0.04,24340400
cyroaring,0.011532068252563477,2236967,0.04,55924175,973616,0.04,24340400
set,0.45409250259399414,4945744,0.01,494574400,5094265,0.01,509426500
pyroaring,0.01424407958984375,4945744,0.01,494574400,5094265,0.01,509426500
cyroaring,0.043416738510131836,4945744,0.01,494574400,5094265,0.01,509426500
cyroaring,0.04174065589904785,3353918,0.04,83847950,9679104,0.04,241977600
set,0.7568554878234863,3353918,0.04,83847950,9679104,0.04,241977600
pyroaring,0.009174585342407227,3353918,0.04,83847950,9679104,0.04,241977600
cyroaring,0.0019440650939941406,7943331,0.1,79433310,2237358,0.1,22373580
set,0.4053919315338135,7943331,0.1,79433310,2237358,0.1,22373580
pyroaring,0.0019817352294921875,7943331,0.1,79433310,2237358,0.1,22373580
pyroaring,0.0003578662872314453,5380514,0.5,10761028,6952049,0.5,13904098
cyroaring,0.0003943443298339844,5380514,0.5,10761028,6952049,0.5,13904098
set,0.44097399711608887,5380514,0.5,10761028,6952049,0.5,13904098
set,0.41742992401123047,4224985,0.04,105624625,4997908,0.04,124947700
cyroaring,0.049759626388549805,4224985,0.04,105624625,4997908,0.04,124947700
pyroaring,0.00881814956665039,4224985,0.04,105624625,4997908,0.04,124947700
pyroaring,0.0006871223449707031,1598657,0.1,15986570,2510613,0.1,25106130
cyroaring,0.0007011890411376953,1598657,0.1,15986570,2510613,0.1,25106130
set,0.1954975128173828,1598657,0.1,15986570,2510613,0.1,25106130
pyroaring,0.021997451782226562,8816251,0.01,881625100,7254329,0.01,725432900
set,0.7728729248046875,8816251,0.01,881625100,7254329,0.01,725432900
cyroaring,0.0672311782836914,8816251,0.01,881625100,7254329,0.01,725432900
pyroaring,0.0002963542938232422,5712348,0.5,11424696,2861134,0.5,5722268
set,0.2269914150238037,5712348,0.5,11424696,2861134,0.5,5722268
cyroaring,0.00028061866760253906,5712348,0.5,11424696,2861134,0.5,5722268
set,0.1490800380706787,7803468,0.999,7811279,2589471,0.999,2592063
cyroaring,4.172325134277344e-05,7803468,0.999,7811279,2589471,0.999,2592063
pyroaring,6.318092346191406e-05,7803468,0.999,7811279,2589471,0.999,2592063
set,0.07082271575927734,2332677,0.5,4665354,518751,0.5,1037502
cyroaring,0.00011563301086425781,2332677,0.5,4665354,518751,0.5,1037502
pyroaring,0.00012183189392089844,2332677,0.5,4665354,518751,0.5,1037502
pyroaring,0.00013136863708496094,79197,0.5,158394,3955986,0.5,7911972
cyroaring,0.00016880035400390625,79197,0.5,158394,3955986,0.5,7911972
set,0.09034276008605957,79197,0.5,158394,3955986,0.5,7911972
cyroaring,2.5510787963867188e-05,4633011,0.999,4637648,158808,0.999,158966
set,0.0698392391204834,4633011,0.999,4637648,158808,0.999,158966
pyroaring,2.5033950805664062e-05,4633011,0.999,4637648,158808,0.999,158966
set,0.507957935333252,8566421,0.04,214160525,2654174,0.04,66354350
cyroaring,0.03256368637084961,8566421,0.04,214160525,2654174,0.04,66354350
pyroaring,0.007687091827392578,8566421,0.04,214160525,2654174,0.04,66354350
cyroaring,3.4332275390625e-05,5729247,0.999,5734981,1759960,0.999,1761721
pyroaring,7.128715515136719e-05,5729247,0.999,5734981,1759960,0.999,1761721
set,0.12396836280822754,5729247,0.999,5734981,1759960,0.999,1761721
cyroaring,0.011548519134521484,1137865,0.01,113786500,3530244,0.01,353024400
set,0.2707512378692627,1137865,0.01,113786500,3530244,0.01,353024400
pyroaring,0.0048236846923828125,1137865,0.01,113786500,3530244,0.01,353024400
set,0.5765085220336914,9002753,0.04,225068825,3708488,0.04,92712200
cyroaring,0.04469466209411621,9002753,0.04,225068825,3708488,0.04,92712200
pyroaring,0.009462833404541016,9002753,0.04,225068825,3708488,0.04,92712200
set,0.4408605098724365,9703614,0.04,242590350,994856,0.04,24871400
pyroaring,0.0052721500396728516,9703614,0.04,242590350,994856,0.04,24871400
cyroaring,0.01429605484008789,9703614,0.04,242590350,994856,0.04,24871400
cyroaring,0.03853607177734375,4236951,0.01,423695100,5675117,0.01,567511700
pyroaring,0.013758659362792969,4236951,0.01,423695100,5675117,0.01,567511700
set,0.46085643768310547,4236951,0.01,423695100,5675117,0.01,567511700
set,0.09148645401000977,2472719,0.5,4945438,956944,0.5,1913888
cyroaring,0.0001277923583984375,2472719,0.5,4945438,956944,0.5,1913888
pyroaring,0.0001316070556640625,2472719,0.5,4945438,956944,0.5,1913888
set,0.882098913192749,8014166,0.1,80141660,7445546,0.1,74455460
pyroaring,0.0025887489318847656,8014166,0.1,80141660,7445546,0.1,74455460
cyroaring,0.0025882720947265625,8014166,0.1,80141660,7445546,0.1,74455460
set,0.13899517059326172,526000,0.1,5260000,1959769,0.1,19597690
pyroaring,0.00039005279541015625,526000,0.1,5260000,1959769,0.1,19597690
cyroaring,0.0004267692565917969,526000,0.1,5260000,1959769,0.1,19597690
set,0.07522296905517578,1092699,0.5,2185398,1424888,0.5,2849776
cyroaring,9.274482727050781e-05,1092699,0.5,2185398,1424888,0.5,2849776
pyroaring,8.726119995117188e-05,1092699,0.5,2185398,1424888,0.5,2849776
cyroaring,4.982948303222656e-05,9733851,0.999,9743594,4074281,0.999,4078359
set,0.24594855308532715,9733851,0.999,9743594,4074281,0.999,4078359
pyroaring,8.916854858398438e-05,9733851,0.999,9743594,4074281,0.999,4078359
set,0.14931392669677734,234575,0.5,469150,5811038,0.5,11622076
pyroaring,0.00020432472229003906,234575,0.5,469150,5811038,0.5,11622076
cyroaring,0.00020694732666015625,234575,0.5,469150,5811038,0.5,11622076
set,0.20822381973266602,8403354,0.5,16806708,1016955,0.5,2033910
cyroaring,0.0004417896270751953,8403354,0.5,16806708,1016955,0.5,2033910
pyroaring,0.00038361549377441406,8403354,0.5,16806708,1016955,0.5,2033910
set,0.2207658290863037,4150296,0.999,4154450,5242109,0.999,5247356
cyroaring,4.076957702636719e-05,4150296,0.999,4154450,5242109,0.999,5247356
pyroaring,8.082389831542969e-05,4150296,0.999,4154450,5242109,0.999,5247356
cyroaring,2.6941299438476562e-05,5034053,0.999,5039092,827493,0.999,828321
pyroaring,3.5762786865234375e-05,5034053,0.999,5039092,827493,0.999,828321
set,0.09504270553588867,5034053,0.999,5039092,827493,0.999,828321
set,0.20730113983154297,1060880,0.5,2121760,6280825,0.5,12561650
cyroaring,0.0002415180206298828,1060880,0.5,2121760,6280825,0.5,12561650
pyroaring,0.00022792816162109375,1060880,0.5,2121760,6280825,0.5,12561650
pyroaring,0.012582540512084961,5409901,0.01,540990100,4080043,0.01,408004300
cyroaring,0.03665733337402344,5409901,0.01,540990100,4080043,0.01,408004300
set,0.41246819496154785,5409901,0.01,540990100,4080043,0.01,408004300
cyroaring,0.0010051727294921875,4471339,0.1,44713390,573858,0.1,5738580
set,0.1932215690612793,4471339,0.1,44713390,573858,0.1,5738580
pyroaring,0.0010540485382080078,4471339,0.1,44713390,573858,0.1,5738580
pyroaring,0.0005095005035400391,8372505,0.5,16745010,9341301,0.5,18682602
set,0.6644213199615479,8372505,0.5,16745010,9341301,0.5,18682602
cyroaring,0.0005435943603515625,8372505,0.5,16745010,9341301,0.5,18682602
cyroaring,0.0003795623779296875,3581478,0.5,7162956,8100776,0.5,16201552
set,0.3589627742767334,3581478,0.5,7162956,8100776,0.5,16201552
pyroaring,0.000354766845703125,3581478,0.5,7162956,8100776,0.5,16201552
pyroaring,0.0004105567932128906,8201595,0.5,16403190,4192932,0.5,8385864
cyroaring,0.00041174888610839844,8201595,0.5,16403190,4192932,0.5,8385864
set,0.4411284923553467,8201595,0.5,16403190,4192932,0.5,8385864
cyroaring,0.0018169879913330078,1971049,0.1,19710490,7360994,0.1,73609940
pyroaring,0.0018317699432373047,1971049,0.1,19710490,7360994,0.1,73609940
set,0.554539680480957,1971049,0.1,19710490,7360994,0.1,73609940
pyroaring,6.4849853515625e-05,9163656,0.999,9172828,2596050,0.999,2598648
cyroaring,4.57763671875e-05,9163656,0.999,9172828,2596050,0.999,2598648
set,0.18531346321105957,9163656,0.999,9172828,2596050,0.999,2598648
set,0.352189302444458,9145040,0.5,18290080,4375204,0.5,8750408
pyroaring,0.00044417381286621094,9145040,0.5,18290080,4375204,0.5,8750408
cyroaring,0.00044345855712890625,9145040,0.5,18290080,4375204,0.5,8750408
set,0.3367130756378174,2262266,0.5,4524532,9246878,0.5,18493756
pyroaring,0.00037550926208496094,2262266,0.5,4524532,9246878,0.5,18493756
cyroaring,0.0003972053527832031,2262266,0.5,4524532,9246878,0.5,18493756
pyroaring,0.0008780956268310547,3461937,0.1,34619370,1061470,0.1,10614700
set,0.1708228588104248,3461937,0.1,34619370,1061470,0.1,10614700
cyroaring,0.0009427070617675781,3461937,0.1,34619370,1061470,0.1,10614700
set,0.2869882583618164,740040,0.01,74004000,5015373,0.01,501537300
pyroaring,0.004981279373168945,740040,0.01,74004000,5015373,0.01,501537300
cyroaring,0.009633541107177734,740040,0.01,74004000,5015373,0.01,501537300
cyroaring,3.0517578125e-05,1602884,0.999,1604488,4336826,0.999,4341167
set,0.11240553855895996,1602884,0.999,1604488,4336826,0.999,4341167
pyroaring,4.553794860839844e-05,1602884,0.999,1604488,4336826,0.999,4341167
pyroaring,0.001980304718017578,8394838,0.1,83948380,1553919,0.1,15539190
set,0.4168832302093506,8394838,0.1,83948380,1553919,0.1,15539190
cyroaring,0.0018396377563476562,8394838,0.1,83948380,1553919,0.1,15539190
set,0.5828595161437988,6908860,0.5,13817720,8659839,0.5,17319678
cyroaring,0.0005102157592773438,6908860,0.5,13817720,8659839,0.5,17319678
pyroaring,0.0004851818084716797,6908860,0.5,13817720,8659839,0.5,17319678
cyroaring,0.007255077362060547,9499822,0.01,949982200,203824,0.01,20382400
set,0.35443687438964844,9499822,0.01,949982200,203824,0.01,20382400
pyroaring,0.006984233856201172,9499822,0.01,949982200,203824,0.01,20382400
cyroaring,4.172325134277344e-05,4021580,0.999,4025605,6463426,0.999,6469895
pyroaring,7.677078247070312e-05,4021580,0.999,4025605,6463426,0.999,6469895
set,0.22688865661621094,4021580,0.999,4025605,6463426,0.999,6469895
cyroaring,4.220008850097656e-05,5788882,0.999,5794676,3622633,0.999,3626259
pyroaring,7.605552673339844e-05,5788882,0.999,5794676,3622633,0.999,3626259
set,0.16086339950561523,5788882,0.999,5794676,3622633,0.999,3626259
pyroaring,0.012473583221435547,5598808,0.04,139970200,7992683,0.04,199817075
set,0.7734286785125732,5598808,0.04,139970200,7992683,0.04,199817075
cyroaring,0.06484198570251465,5598808,0.04,139970200,7992683,0.04,199817075
cyroaring,0.001981973648071289,6975725,0.1,69757250,4494872,0.1,44948720
set,0.6669614315032959,6975725,0.1,69757250,4494872,0.1,44948720
pyroaring,0.002151966094970703,6975725,0.1,69757250,4494872,0.1,44948720
cyroaring,0.0005867481231689453,400316,0.1,4003160,2622926,0.1,26229260
set,0.15549635887145996,400316,0.1,4003160,2622926,0.1,26229260
pyroaring,0.0005116462707519531,400316,0.1,4003160,2622926,0.1,26229260
pyroaring,0.0001533031463623047,1341294,0.5,2682588,3395845,0.5,6791690
set,0.15721845626831055,1341294,0.5,2682588,3395845,0.5,6791690
cyroaring,0.00014400482177734375,1341294,0.5,2682588,3395845,0.5,6791690
cyroaring,0.0013210773468017578,3839436,0.1,38394360,3937816,0.1,39378160
set,0.42322874069213867,3839436,0.1,38394360,3937816,0.1,39378160
pyroaring,0.001333475112915039,3839436,0.1,38394360,3937816,0.1,39378160
pyroaring,0.012637138366699219,9605547,0.01,960554700,2183479,0.01,218347900
cyroaring,0.025827646255493164,9605547,0.01,960554700,2183479,0.01,218347900
set,0.5012960433959961,9605547,0.01,960554700,2183479,0.01,218347900
pyroaring,0.024213314056396484,8568341,0.01,856834100,8339389,0.01,833938900
set,0.8783273696899414,8568341,0.01,856834100,8339389,0.01,833938900
cyroaring,0.07800412178039551,8568341,0.01,856834100,8339389,0.01,833938900
cyroaring,0.0004298686981201172,9821940,0.5,19643880,804097,0.5,1608194
set,0.22036433219909668,9821940,0.5,19643880,804097,0.5,1608194
pyroaring,0.0004382133483886719,9821940,0.5,19643880,804097,0.5,1608194
pyroaring,0.009812593460083008,4011723,0.04,100293075,7836379,0.04,195909475
set,0.7247252464294434,4011723,0.04,100293075,7836379,0.04,195909475
cyroaring,0.04789280891418457,4011723,0.04,100293075,7836379,0.04,195909475
pyroaring,0.0010983943939208984,4898874,0.1,48988740,334304,0.1,3343040
set,0.19107627868652344,4898874,0.1,48988740,334304,0.1,3343040
cyroaring,0.0010807514190673828,4898874,0.1,48988740,334304,0.1,3343040
pyroaring,0.010367870330810547,5065543,0.04,126638575,4935107,0.04,123377675
cyroaring,0.05658411979675293,5065543,0.04,126638575,4935107,0.04,123377675
set,0.4693171977996826,5065543,0.04,126638575,4935107,0.04,123377675
pyroaring,0.012083768844604492,8407205,0.01,840720500,2951684,0.01,295168400
set,0.5349142551422119,8407205,0.01,840720500,2951684,0.01,295168400
cyroaring,0.0295407772064209,8407205,0.01,840720500,2951684,0.01,295168400
pyroaring,4.553794860839844e-05,1366768,0.999,1368136,8356227,0.999,8364591
cyroaring,3.0994415283203125e-05,1366768,0.999,1368136,8356227,0.999,8364591
set,0.17605113983154297,1366768,0.999,1368136,8356227,0.999,8364591
set,0.08052825927734375,469969,0.999,470439,4282429,0.999,4286715
cyroaring,2.7894973754882812e-05,469969,0.999,470439,4282429,0.999,4286715
pyroaring,3.218650817871094e-05,469969,0.999,470439,4282429,0.999,4286715
set,0.38191795349121094,53554,0.01,5355400,7677938,0.01,767793800
pyroaring,0.005430459976196289,53554,0.01,5355400,7677938,0.01,767793800
cyroaring,0.0045359134674072266,53554,0.01,5355400,7677938,0.01,767793800
cyroaring,0.001466512680053711,2596564,0.1,25965640,5516681,0.1,55166810
pyroaring,0.0014798641204833984,2596564,0.1,25965640,5516681,0.1,55166810
set,0.4246346950531006,2596564,0.1,25965640,5516681,0.1,55166810
pyroaring,0.00043201446533203125,1619476,0.1,16194760,1417118,0.1,14171180
set,0.1400766372680664,1619476,0.1,16194760,1417118,0.1,14171180
cyroaring,0.00044345855712890625,1619476,0.1,16194760,1417118,0.1,14171180
set,0.08833956718444824,3151871,0.999,3155026,1813601,0.999,1815416
cyroaring,2.8848648071289062e-05,3151871,0.999,3155026,1813601,0.999,1815416
pyroaring,5.14984130859375e-05,3151871,0.999,3155026,1813601,0.999,1815416
pyroaring,0.013374805450439453,6583792,0.01,658379200,4090708,0.01,409070800
set,0.4357645511627197,6583792,0.01,658379200,4090708,0.01,409070800
cyroaring,0.03714346885681152,6583792,0.01,658379200,4090708,0.01,409070800
pyroaring,0.00018215179443359375,3237558,0.5,6475116,2225333,0.5,4450666
cyroaring,0.00016427040100097656,3237558,0.5,6475116,2225333,0.5,4450666
set,0.14371991157531738,3237558,0.5,6475116,2225333,0.5,4450666
set,0.32897377014160156,7783319,0.999,7791110,7262909,0.999,7270179
pyroaring,0.0001251697540283203,7783319,0.999,7791110,7262909,0.999,7270179
cyroaring,5.841255187988281e-05,7783319,0.999,7791110,7262909,0.999,7270179
cyroaring,4.0531158447265625e-05,3019664,0.999,3022686,7604532,0.999,7612144
pyroaring,7.200241088867188e-05,3019664,0.999,3022686,7604532,0.999,7612144
set,0.2382063865661621,3019664,0.999,3022686,7604532,0.999,7612144
pyroaring,0.002149343490600586,5162555,0.1,51625550,6538598,0.1,65385980
set,0.6429822444915771,5162555,0.1,51625550,6538598,0.1,65385980
cyroaring,0.0019218921661376953,5162555,0.1,51625550,6538598,0.1,65385980
cyroaring,0.05579257011413574,4845335,0.04,121133375,6181938,0.04,154548450
set,0.5114262104034424,4845335,0.04,121133375,6181938,0.04,154548450
pyroaring,0.010586023330688477,4845335,0.04,121133375,6181938,0.04,154548450
pyroaring,0.00015878677368164062,9946464,0.999,9956420,9871957,0.999,9881838
set,0.33861851692199707,9946464,0.999,9956420,9871957,0.999,9881838
cyroaring,7.271766662597656e-05,9946464,0.999,9956420,9871957,0.999,9881838
pyroaring,0.00011587142944335938,6582120,0.999,6588708,8939817,0.999,8948765
set,0.32552552223205566,6582120,0.999,6588708,8939817,0.999,8948765
cyroaring,5.650520324707031e-05,6582120,0.999,6588708,8939817,0.999,8948765
set,0.275418758392334,7416353,0.5,14832706,3651130,0.5,7302260
cyroaring,0.0003705024719238281,7416353,0.5,14832706,3651130,0.5,7302260
pyroaring,0.0003848075866699219,7416353,0.5,14832706,3651130,0.5,7302260
cyroaring,5.173683166503906e-05,8668786,0.999,8677463,4262842,0.999,4267109
pyroaring,8.416175842285156e-05,8668786,0.999,8677463,4262842,0.999,4267109
set,0.22113990783691406,8668786,0.999,8677463,4262842,0.999,4267109
pyroaring,0.0019350051879882812,8196021,0.1,81960210,340630,0.1,3406300
set,0.27387118339538574,8196021,0.1,81960210,340630,0.1,3406300
cyroaring,0.0017940998077392578,8196021,0.1,81960210,340630,0.1,3406300
cyroaring,0.05039095878601074,9118670,0.04,227966750,4251456,0.04,106286400
pyroaring,0.01103973388671875,9118670,0.04,227966750,4251456,0.04,106286400
set,0.6249887943267822,9118670,0.04,227966750,4251456,0.04,106286400
set,0.5703153610229492,1489721,0.04,37243025,7987814,0.04,199695350
pyroaring,0.005475044250488281,1489721,0.04,37243025,7987814,0.04,199695350
cyroaring,0.01995253562927246,1489721,0.04,37243025,7987814,0.04,199695350
cyroaring,0.00020766258239746094,1107443,0.5,2214886,4824439,0.5,9648878
set,0.17595124244689941,1107443,0.5,2214886,4824439,0.5,9648878
pyroaring,0.00019788742065429688,1107443,0.5,2214886,4824439,0.5,9648878
pyroaring,4.100799560546875e-05,1222793,0.999,1224017,4000972,0.999,4004976
cyroaring,2.765655517578125e-05,1222793,0.999,1224017,4000972,0.999,4004976
set,0.11117196083068848,1222793,0.999,1224017,4000972,0.999,4004976
pyroaring,0.00012874603271484375,393113,0.5,786226,3426367,0.5,6852734
cyroaring,0.0001323223114013672,393113,0.5,786226,3426367,0.5,6852734
set,0.09760665893554688,393113,0.5,786226,3426367,0.5,6852734
set,0.28862643241882324,5398387,0.5,10796774,4854932,0.5,9709864
cyroaring,0.0002980232238769531,5398387,0.5,10796774,4854932,0.5,9709864
pyroaring,0.00030803680419921875,5398387,0.5,10796774,4854932,0.5,9709864
cyroaring,0.07534956932067871,7606712,0.01,760671200,8737009,0.01,873700900
set,0.9037032127380371,7606712,0.01,760671200,8737009,0.01,873700900
pyroaring,0.022598981857299805,7606712,0.01,760671200,8737009,0.01,873700900
cyroaring,6.866455078125e-05,9704461,0.999,9714175,9030410,0.999,9039449
set,0.32988882064819336,9704461,0.999,9714175,9030410,0.999,9039449
pyroaring,0.00015735626220703125,9704461,0.999,9714175,9030410,0.999,9039449
cyroaring,0.00033164024353027344,798305,0.5,1596610,7982306,0.5,15964612
set,0.2408766746520996,798305,0.5,1596610,7982306,0.5,15964612
pyroaring,0.00031638145446777344,798305,0.5,1596610,7982306,0.5,15964612
set,0.6418397426605225,3312433,0.04,82810825,7362977,0.04,184074425
cyroaring,0.039293766021728516,3312433,0.04,82810825,7362977,0.04,184074425
pyroaring,0.008181571960449219,3312433,0.04,82810825,7362977,0.04,184074425
pyroaring,2.4318695068359375e-05,1716627,0.999,1718345,441969,0.999,442411
cyroaring,1.8358230590820312e-05,1716627,0.999,1718345,441969,0.999,442411
set,0.033463239669799805,1716627,0.999,1718345,441969,0.999,442411
cyroaring,0.0019986629486083984,5855941,0.1,58559410,6331683,0.1,63316830
set,0.5889596939086914,5855941,0.1,58559410,6331683,0.1,63316830
pyroaring,0.0020995140075683594,5855941,0.1,58559410,6331683,0.1,63316830
set,0.1726703643798828,1927907,0.999,1929836,6745393,0.999,6752145
pyroaring,5.245208740234375e-05,1927907,0.999,1929836,6745393,0.999,6752145
cyroaring,2.9325485229492188e-05,1927907,0.999,1929836,6745393,0.999,6752145
set,0.6392838954925537,7390907,0.04,184772675,4697564,0.04,117439100
cyroaring,0.0559537410736084,7390907,0.04,184772675,4697564,0.04,117439100
pyroaring,0.01076364517211914,7390907,0.04,184772675,4697564,0.04,117439100
set,0.8235762119293213,9821700,0.04,245542500,7560165,0.04,189004125
cyroaring,0.09072732925415039,9821700,0.04,245542500,7560165,0.04,189004125
pyroaring,0.016136884689331055,9821700,0.04,245542500,7560165,0.04,189004125
set,0.6952993869781494,7668588,0.1,76685880,5544537,0.1,55445370
