time,size1,density1,universe1,size2,density2,universe2
0.01605511,71422954,0.25,285691816,53474047,0.25,213896188
0.01994395,70731576,0.25,282926304,89010918,0.25,356043672
0.00861597,24180529,0.25,96722116,39937722,0.25,159750888
0.01472902,70234387,0.25,280937548,24944968,0.25,99779872
0.00649905,29186014,0.25,116744056,20538230,0.25,82152920
0.02245188,88626524,0.25,354506096,96637433,0.25,386549732
0.01147413,37605004,0.25,150420016,49714231,0.25,198856924
0.0218699,99339357,0.25,397357428,63188216,0.25,252752864
0.00981617,36400540,0.25,145602160,43117976,0.25,172471904
0.00947714,42536983,0.25,170147932,29945140,0.25,119780560
0.01156902,11143916,0.25,44575664,59048467,0.25,236193868
0.02276707,82591338,0.25,330365352,99154260,0.25,396617040
0.0055089,25068892,0.25,100275568,16148214,0.25,64592856
0.01824117,67915910,0.25,271663640,77420347,0.25,309681388
0.01240015,56922418,0.25,227689672,31906347,0.25,127625388
0.01299715,40570587,0.25,162282348,59483738,0.25,237934952
0.01881003,92171214,0.25,368684856,14678389,0.25,58713556
0.022789,96253364,0.25,385013456,95902827,0.25,383611308
0.01893902,92675125,0.25,370700500,18597403,0.25,74389612
0.01242614,44529924,0.25,178119696,55334889,0.25,221339556
0.02052498,89199388,0.25,356797552,78242008,0.25,312968032
0.01722193,49879884,0.25,199519536,79129806,0.25,316519224
0.01771808,19913865,0.25,79655460,87739641,0.25,350958564
0.00620294,14634659,0.25,58538636,28130104,0.25,112520416
0.02116609,70759951,0.25,283039804,94156614,0.25,376626456
0.01356006,33859837,0.25,135439348,64092977,0.25,256371908
0.00845408,26421290,0.25,105685160,38578572,0.25,154314288
0.02085209,73754499,0.25,295017996,91228192,0.25,364912768
0.0101409,47055202,0.25,188220808,22675924,0.25,90703696
