time,large1,dense1,large2,dense2,copy_on_write,run_containers,amalgamation,gcc_optimization,avx_enabled,size1,universe1,size2,universe2
6.795e-05,False,False,True,True,False,True,True,True,True,125,8000,1048586,1572884
5.96e-06,False,False,False,False,False,False,True,True,True,118,7553,124,7945
7.51e-05,True,True,False,False,False,False,False,True,True,1048581,1572872,124,7942
4.816e-05,False,False,True,False,True,True,False,False,True,129,8262,1048580,67109123
3.791e-05,False,False,True,False,True,True,False,True,True,137,8777,1048577,67108936
0.00081086,False,True,True,False,False,True,False,False,True,134,202,1048583,67109319
1.001e-05,False,False,False,True,False,False,True,False,False,134,8579,130,201
1.287e-05,True,True,False,True,True,True,False,False,True,1048581,1572879,118,187
3.409e-05,False,True,True,False,True,False,False,True,False,136,213,1048567,67108291
0.00090408,True,True,True,False,False,False,True,False,True,1048584,1572878,1048566,67108225
9.06e-06,False,True,False,False,False,True,False,False,False,134,202,134,8579
5.96e-06,True,True,False,False,True,False,True,False,True,1048573,1572868,134,8584
5.96e-06,False,True,False,False,False,True,False,True,False,121,190,126,8074
4.05e-06,False,True,False,True,True,True,True,True,True,129,201,122,186
6.986e-05,False,False,True,True,False,True,True,False,True,130,8329,1048577,1572867
5.01e-06,False,True,False,True,False,True,False,True,False,135,207,120,189
1.001e-05,False,False,False,False,False,True,True,False,True,124,7942,118,7552
0.00079989,True,False,False,False,False,False,False,False,True,1048583,67109319,123,7876
0.00014806,True,False,True,True,True,True,True,False,True,1048585,67109440,1048570,1572863
0.00104499,True,False,True,True,False,True,False,False,False,1048567,67108297,1048574,1572861
5.96e-06,True,True,False,False,True,True,True,False,True,1048583,1572880,122,7815
7.606e-05,False,True,True,True,False,True,True,True,True,130,197,1048576,1572874
7.415e-05,True,True,False,True,False,False,False,True,True,1048575,1572865,125,190
0.00079012,True,False,False,False,False,True,False,False,True,1048571,67108551,122,7810
1.001e-05,False,True,True,True,True,True,True,True,True,137,211,1048575,1572872
0.0009768,True,False,True,True,False,False,True,False,True,1048567,67108288,1048579,1572871
5.96e-06,False,False,False,True,False,True,False,True,True,126,8068,123,190
0.00084805,True,True,True,False,False,False,False,True,True,1048571,1572856,1048581,67109191
0.00343204,True,False,True,False,True,False,True,True,False,1048568,67108357,1048574,67108744
5.01e-06,False,True,False,False,False,False,False,True,True,138,214,131,8385
8.11e-06,False,False,False,True,True,False,True,False,True,134,8583,130,195
0.00076699,False,True,True,False,False,True,True,False,False,123,188,1048575,67108800
6.7e-05,True,True,False,True,False,False,True,True,False,1048567,1572855,118,181
9.06e-06,False,False,False,True,True,False,True,True,False,128,8195,133,208
1.097e-05,False,True,False,True,True,False,True,False,False,134,204,137,215
7.15e-06,False,False,False,False,True,True,True,True,True,126,8067,138,8835
0.000772,False,True,True,False,False,False,False,True,False,122,191,1048585,67109447
0.00074887,False,True,True,False,False,True,False,True,True,118,180,1048567,67108288
4.601e-05,False,False,True,False,True,False,False,False,True,133,8512,1048571,67108552
0.00076604,True,False,False,True,False,False,False,False,True,1048580,67109120,138,208
7.486e-05,False,False,True,True,False,True,False,True,False,138,8842,1048578,1572877
6.413e-05,False,True,True,True,False,False,True,True,False,131,200,1048580,1572870
0.00014496,True,True,True,False,True,False,True,False,False,1048576,1572872,1048566,67108225
6.509e-05,False,True,True,True,False,False,True,False,True,127,190,1048571,1572865
0.00013494,True,True,True,False,True,True,True,True,False,1048575,1572863,1048568,67108354
3.386e-05,False,False,True,False,True,False,False,True,False,130,8327,1048581,67109188
0.00022697,True,True,True,True,True,False,False,False,True,1048568,1572859,1048568,1572859
5.96e-06,False,True,False,True,True,False,True,True,False,132,206,138,214
0.0034318,True,False,True,False,False,True,True,True,True,1048566,67108233,1048567,67108296
6.509e-05,True,True,False,False,False,False,True,True,True,1048567,1572857,132,8454
0.00074697,False,True,True,False,False,False,False,True,True,129,199,1048570,67108489
6.7e-05,True,True,False,True,False,True,False,True,True,1048571,1572860,130,202
0.00077987,False,False,True,False,False,True,True,True,True,127,8137,1048569,67108420
7.296e-05,False,False,True,True,False,False,False,False,False,133,8520,1048571,1572861
6.7e-05,True,False,False,True,True,True,True,False,False,1048568,67108357,123,184
0.00342298,True,False,True,False,False,True,True,True,False,1048577,67108938,1048578,67108993
3.982e-05,False,False,True,False,True,True,False,True,False,136,8704,1048586,67109504
6.91e-06,True,True,False,False,True,False,False,True,False,1048576,1572868,127,8128
1.001e-05,False,False,False,True,False,True,True,False,False,131,8390,131,204
6.294e-05,True,True,False,False,False,True,False,False,True,1048578,1572875,120,7683
4.911e-05,True,False,False,True,True,False,True,False,False,1048585,67109441,128,196
0.00022793,True,True,True,True,False,True,True,False,True,1048577,1572865,1048586,1572879
9.06e-06,False,False,False,False,True,False,False,False,True,129,8262,121,7745
7.15e-06,False,False,True,True,True,True,False,False,True,132,8457,1048581,1572877
