time,size1,density1,universe1,size2,density2,universe2
0.03818917,71400653,0.1,714006530,15086115,0.1,150861150
0.01600599,3099163,0.1,30991630,32066030,0.1,320660300
0.02179193,54425514,0.25,217702056,94319681,0.25,377278724
0.00139713,50179304,0.8,62724130,8056167,0.8,10070208
0.00120616,36560715,0.8,45700893,21810013,0.8,27262516
0.00276899,79545863,0.8,99432328,46258426,0.8,57823032
0.02982807,7729755,0.1,77297550,56666440,0.1,566664400
0.00885105,16989962,0.1,169899620,3076346,0.1,30763460
0.01485801,51461662,0.25,205846648,62428603,0.25,249714412
0.01252913,17272653,0.25,69090612,60290040,0.25,241160160
0.01055813,40012394,0.25,160049576,45253659,0.25,181014636
0.01900005,29708368,0.25,118833472,89568973,0.25,358275892
0.04527402,42187498,0.1,421874980,78236340,0.1,782363400
0.00611305,20677899,0.25,82711596,25992889,0.25,103971556
0.01532912,35705759,0.25,142823036,69308390,0.25,277233560
0.0029161,79880373,0.8,99850466,55248318,0.8,69060397
0.001688,55311864,0.8,69139830,19940459,0.8,24925573
0.02138305,96541237,0.25,386164948,31734266,0.25,126937064
0.01662397,32728923,0.25,130915692,75806194,0.25,303224776
0.02067089,92926378,0.25,371705512,41929792,0.25,167719168
0.01862979,79802562,0.25,319210248,75316953,0.25,301267812
0.00305319,45911912,0.8,57389890,93906570,0.8,117383212
0.012182,9174651,0.25,36698604,61099250,0.25,244397000
0.03114009,48844420,0.1,488444200,50181566,0.1,501815660
0.02045488,31703578,0.1,317035780,34163619,0.1,341636190
0.01999712,95947380,0.25,383789520,2684729,0.25,10738916
0.00097585,17406225,0.8,21757781,28739598,0.8,35924497
0.01986504,79458631,0.25,317834524,79340623,0.25,317362492
0.04305792,73746655,0.1,737466550,50986320,0.1,509863200
0.0145309,66813811,0.25,267255244,14525723,0.25,58102892
0.04976416,49994424,0.1,499944240,85894279,0.1,858942790
0.05328107,26562088,0.1,265620880,98994633,0.1,989946330
0.001863,50146254,0.8,62682817,41174804,0.8,51468505
0.00324297,83355587,0.8,104194483,67648282,0.8,84560352
0.00866199,39301716,0.25,157206864,17303879,0.25,69215516
0.0030849,99419146,0.8,124273932,33308559,0.8,41635698
0.01826596,76615731,0.25,306462924,57901614,0.25,231606456
0.04574013,53566501,0.1,535665010,75915920,0.1,759159200
0.00437379,17737437,0.25,70949748,18621162,0.25,74484648
0.01807499,17031455,0.1,170314550,32185161,0.1,321851610
0.00141215,34501166,0.8,43126457,37421938,0.8,46777422
0.01234484,40198558,0.25,160794232,53921099,0.25,215684396
0.01521397,63977366,0.25,255909464,54196195,0.25,216784780
0.00294709,89755772,0.8,112194715,43497311,0.8,54371638
0.02327394,81162163,0.25,324648652,93455590,0.25,373822360
0.02445102,98890547,0.25,395562188,93362076,0.25,373448304
0.0132091,49115988,0.25,196463952,55366543,0.25,221466172
0.02535009,46959891,0.1,469598910,10794034,0.1,107940340
0.00242519,46656028,0.8,58320035,66999455,0.8,83749318
0.00291705,54407370,0.8,68009212,82206536,0.8,102758170
0.00245094,49070745,0.8,61338431,64793459,0.8,80991823
0.01382589,13392944,0.25,53571776,67199810,0.25,268799240
0.01856399,34389905,0.25,137559620,85145012,0.25,340580048
0.00257111,90121373,0.8,112651716,13193890,0.8,16492362
0.00469112,19445606,0.25,77782424,18940433,0.25,75761732
0.03104186,49264030,0.1,492640300,47561434,0.1,475614340
0.04215097,65099826,0.1,650998260,70566903,0.1,705669030
0.04605889,81862849,0.1,818628490,40977455,0.1,409774550
0.00285792,88800624,0.8,111000780,45480326,0.8,56850407
0.00254011,94487447,0.8,118109308,392584,0.8,490730
0.00200295,36704279,0.8,45880348,57358493,0.8,71698116
0.01080394,36237546,0.25,144950184,47434621,0.25,189738484
0.00263119,6622757,0.8,8278446,94154196,0.8,117692745
0.02217102,6084478,0.1,60844780,43609531,0.1,436095310
0.00087786,19047222,0.8,23809027,25395171,0.8,31743963
0.01833701,81561208,0.25,326244832,45803762,0.25,183215048
0.00803685,37811198,0.25,151244792,10728912,0.25,42915648
0.05510712,50853722,0.1,508537220,97302033,0.1,973020330
0.00218892,61603764,0.8,77004705,42793940,0.8,53492425
0.04351592,32785307,0.1,327853070,76291861,0.1,762918610
0.01591897,67555015,0.25,270220060,47757503,0.25,191030012
0.00295711,79808162,0.8,99760202,65369040,0.8,81711300
0.01228118,51474402,0.25,205897608,45153613,0.25,180614452
0.05031896,3032796,0.1,30327960,98508346,0.1,985083460
0.02184105,88349119,0.25,353396476,86527490,0.25,346109960
0.00223303,41075984,0.8,51344980,59799305,0.8,74749131
0.00517297,2078669,0.25,8314676,26949188,0.25,107796752
0.0111649,47588249,0.25,190352996,35086618,0.25,140346472
0.02056289,51411667,0.25,205646668,91208437,0.25,364833748
0.00180197,68698686,0.8,85873357,3689592,0.8,4611990
0.04846191,83129573,0.1,831295730,42916645,0.1,429166450
0.04324794,76922940,0.1,769229400,32706183,0.1,327061830
0.04561496,74959617,0.1,749596170,67976075,0.1,679760750
0.00191808,50163528,0.8,62704410,45646499,0.8,57058123
0.01149511,47338981,0.25,189355924,38710096,0.25,154840384
0.05533099,61851206,0.1,618512060,93976472,0.1,939764720
0.00156999,56542549,0.8,70678186,4852134,0.8,6065167
0.01807094,81004686,0.25,324018744,39957875,0.25,159831500
0.00645399,31467339,0.25,125869356,2724457,0.25,10897828
0.01593208,67467139,0.25,269868556,53462190,0.25,213848760
0.00403309,16775247,0.25,67100988,16111734,0.25,64446936
0.02303004,39642112,0.1,396421120,24181807,0.1,241818070
0.00215793,56119451,0.8,70149313,45572177,0.8,56965221
0.05678892,78902397,0.1,789023970,94201199,0.1,942011990
0.01574707,69368784,0.25,277475136,32875667,0.25,131502668
0.03681612,26955930,0.1,269559300,68692392,0.1,686923920
0.02715302,45042391,0.1,450423910,37727567,0.1,377275670
0.02324986,89117340,0.25,356469360,94738334,0.25,378953336
0.00162196,40005121,0.8,50006401,40546654,0.8,50683317
0.01293397,43115032,0.25,172460128,55702433,0.25,222809732
0.020895,15114715,0.1,151147150,37459954,0.1,374599540
0.03842306,61460893,0.1,614608930,60034065,0.1,600340650
0.00201702,45046556,0.8,56308195,53589504,0.8,66986880
0.00869608,36531643,0.25,146126572,35661747,0.25,142646988
0.00978303,13821218,0.25,55284872,47285518,0.25,189142072
0.00273085,93902947,0.8,117378683,18878062,0.8,23597577
0.00090408,4381128,0.8,5476410,32974268,0.8,41217835
0.01069784,48050406,0.25,192201624,27082614,0.25,108330456
0.01750994,1616233,0.1,16162330,35227963,0.1,352279630
0.00323701,98620855,0.8,123276068,41908199,0.8,52385248
0.0029881,97977004,0.8,122471255,23839389,0.8,29799236
0.00328088,43888612,0.8,54860765,98798312,0.8,123497890
0.03125191,50463607,0.1,504636070,46819932,0.1,468199320
0.00072098,2771984,0.8,3464980,27339412,0.8,34174265
0.00180197,54972824,0.8,68716030,24000678,0.8,30000847
0.03110814,58111165,0.1,581111650,5322540,0.1,53225400
0.00240779,84261068,0.8,105326335,11673520,0.8,14591900
0.0020709,1035309,0.8,1294136,76190412,0.8,95238015
0.00057483,21113650,0.8,26392062,4829910,0.8,6037387
0.05421305,94014374,0.1,940143740,52823768,0.1,528237680
0.02902699,7812816,0.1,78128160,55079968,0.1,550799680
0.02369404,4662170,0.1,46621700,45145603,0.1,451456030
0.01754093,75405644,0.25,301622576,45212339,0.25,180849356
0.04332399,13953045,0.1,139530450,79581865,0.1,795818650
0.00879693,1108038,0.25,4432152,45593066,0.25,182372264
0.04748797,54799169,0.1,547991690,79361455,0.1,793614550
0.01964903,56770927,0.25,227083708,84123310,0.25,336493240
0.00749111,28978469,0.25,115913876,31206842,0.25,124827368
0.00343704,86536645,0.8,108170806,77781579,0.8,97226973
0.02180815,43335136,0.25,173340544,98065771,0.25,392263084
0.00247788,60401085,0.8,75501356,58679345,0.8,73349181
0.03021502,47396516,0.1,473965160,37973547,0.1,379735470
0.04508996,78316101,0.1,783161010,43320779,0.1,433207790
0.01155019,9117730,0.25,36470920,57415991,0.25,229663964
0.04815197,86289301,0.1,862893010,32605383,0.1,326053830
0.02020597,81404137,0.25,325616548,72086971,0.25,288347884
0.01856303,27074900,0.25,108299600,87242652,0.25,348970608
0.05325484,84991669,0.1,849916690,85783131,0.1,857831310
0.00338912,66117765,0.8,82647206,90676934,0.8,113346167
0.05286503,95460492,0.1,954604920,26197497,0.1,261974970
0.00180006,65841405,0.8,82301756,7540073,0.8,9425091
0.011204,29941248,0.25,119764992,51080711,0.25,204322844
0.00208998,36374654,0.8,45468317,59615936,0.8,74519920
0.00344181,68166662,0.8,85208327,92641099,0.8,115801373
0.00303483,63100106,0.8,78875132,76826720,0.8,96033400
0.05710411,88490375,0.1,884903750,92298980,0.1,922989800
0.00297594,96450513,0.8,120563141,31841354,0.8,39801692
0.02041292,34539189,0.1,345391890,21993711,0.1,219937110
0.05370188,90985840,0.1,909858400,61909939,0.1,619099390
0.04879403,49362981,0.1,493629810,84472548,0.1,844725480
0.00128222,34689542,0.8,43361927,29719283,0.8,37149103
0.05404615,95739129,0.1,957391290,38361258,0.1,383612580
0.00012112,4163893,0.8,5204866,3754514,0.8,4693142
0.00186706,14443024,0.8,18053780,62173342,0.8,77716677
0.00099301,21239660,0.8,26549575,27148712,0.8,33935890
0.00130987,31269518,0.8,39086897,35179347,0.8,43974183
0.00282288,18350454,0.8,22938067,93573210,0.8,116966512
0.00127292,10373538,0.8,12966922,42856182,0.8,53570227
0.05675197,68188864,0.1,681888640,95654206,0.1,956542060
0.00314784,90304674,0.8,112880842,43931516,0.8,54914395
0.01614094,75514964,0.25,302059856,19580948,0.25,78323792
0.02600193,8602907,0.1,86029070,48977098,0.1,489770980
0.02008319,85509319,0.25,342037276,70363665,0.25,281454660
0.04855895,81874639,0.1,818746390,67007995,0.1,670079950
0.02026796,31958230,0.1,319582300,33458296,0.1,334582960
0.00237513,19514002,0.8,24392502,79204805,0.8,99006006
0.01143599,5310817,0.25,21243268,57040060,0.25,228160240
0.00365114,97716423,0.8,122145528,70120148,0.8,87650185
